txn_id,worker_id,txn_ts,direction,amount_cad,category,merchant_type,channel,is_essential,running_balance_cad,notes
T-20550,W-0069,2026-06-01T17:43:00,debit,16.47,clothing,utility,cash,0,9620.58,
T-20551,W-0150,2026-06-01T17:55:00,debit,20.21,transport,gas,eft,1,9917.97,
T-20552,W-0039,2026-06-01T17:57:00,debit,41.53,clothing,streaming,credit_card,0,8412.43,
T-20553,W-0080,2026-06-01T18:02:00,credit,134.73,income,employer,eft,1,2801.16,earnings_id=EARN-04448
T-20554,W-0075,2026-06-01T18:06:00,debit,62.55,entertainment,telecom,cash,0,8471.31,
T-20555,W-0201,2026-06-01T18:16:00,credit,182.66,income,employer,eft,1,3577.94,earnings_id=EARN-11141
T-20556,W-0202,2026-06-01T18:16:00,debit,14.42,food,grocery,prepaid,0,5076.07,
T-20557,W-0047,2026-06-01T18:17:00,credit,183.52,income,employer,eft,1,8333.3,earnings_id=EARN-02609
T-20558,W-0133,2026-06-01T18:22:00,credit,179.84,income,employer,eft,1,-1458.57,earnings_id=EARN-07401
T-20559,W-0190,2026-06-01T18:22:00,credit,239.91,income,employer,eft,1,1901.85,earnings_id=EARN-10536
T-20560,W-0082,2026-06-01T18:28:00,debit,55.81,food,gas,cash,0,4492.49,
T-20561,W-0193,2026-06-01T18:30:00,debit,75.42,groceries,retail,debit_card,1,8426.51,
T-20562,W-0070,2026-06-01T18:32:00,credit,166.96,income,employer,eft,1,3859.76,earnings_id=EARN-03893
T-20563,W-0055,2026-06-01T18:36:00,debit,32.02,entertainment,transfer,eft,0,3979.21,
T-20564,W-0101,2026-06-01T18:40:00,debit,14.0,transport,retail,cash,1,6930.97,
T-20565,W-0004,2026-06-01T18:45:00,debit,19.95,food,utility,debit_card,0,8167.21,
T-20566,W-0044,2026-06-01T18:47:00,debit,5.22,clothing,gas,cash,0,2318.31,
T-20567,W-0110,2026-06-01T18:50:00,credit,190.54,income,employer,eft,1,8239.65,earnings_id=EARN-06136
T-20568,W-0107,2026-06-01T18:51:00,debit,32.71,utilities,streaming,eft,1,8033.19,
T-20569,W-0171,2026-06-01T18:53:00,debit,21.25,entertainment,retail,cash,0,2945.89,
T-20570,W-0065,2026-06-01T18:54:00,debit,53.71,transport,telecom,prepaid,0,3434.92,
T-20571,W-0175,2026-06-01T19:02:00,debit,62.83,transport,gas,eft,1,5520.3,
T-20572,W-0023,2026-06-01T19:05:00,debit,26.04,groceries,telecom,eft,1,3753.68,
T-20573,W-0174,2026-06-01T19:07:00,debit,28.22,transport,utility,cash,0,-2238.62,
T-20574,W-0036,2026-06-01T19:09:00,credit,151.6,income,employer,eft,1,4748.48,earnings_id=EARN-01988
T-20575,W-0024,2026-06-01T19:11:00,debit,62.52,utilities,utility,debit_card,1,3420.15,
T-20576,W-0191,2026-06-01T19:14:00,credit,217.66,income,employer,eft,1,8604.22,earnings_id=EARN-10590
T-20577,W-0182,2026-06-01T19:25:00,debit,42.78,transport,retail,cash,0,4337.46,
T-20578,W-0008,2026-06-01T19:30:00,credit,201.91,income,employer,eft,1,9480.95,earnings_id=EARN-00423
T-20579,W-0144,2026-06-01T19:30:00,debit,5.44,food,gas,eft,0,7683.63,
T-20580,W-0172,2026-06-01T19:31:00,debit,37.88,transport,gas,cash,0,9895.61,
T-20581,W-0100,2026-06-01T19:34:00,credit,104.64,income,employer,eft,1,8236.33,earnings_id=EARN-05575
T-20582,W-0165,2026-06-01T19:37:00,debit,13.79,health,utility,prepaid,1,4071.61,
T-20583,W-0052,2026-06-01T19:38:00,credit,203.54,income,employer,eft,1,12455.24,earnings_id=EARN-02886
T-20584,W-0042,2026-06-01T19:41:00,credit,115.49,income,employer,eft,1,875.57,earnings_id=EARN-02330
T-20585,W-0179,2026-06-01T19:42:00,credit,201.02,income,employer,eft,1,6062.94,earnings_id=EARN-09936
T-20586,W-0017,2026-06-01T19:46:00,credit,138.68,income,employer,eft,1,3786.7,earnings_id=EARN-00925
T-20587,W-0149,2026-06-01T19:46:00,credit,191.21,income,employer,eft,1,6048.04,earnings_id=EARN-08280
T-20588,W-0031,2026-06-01T20:00:00,debit,30.68,other,landlord,credit_card,0,6386.41,
T-20589,W-0187,2026-06-01T20:10:00,debit,17.67,entertainment,utility,credit_card,0,731.45,
T-20590,W-0017,2026-06-01T20:12:00,debit,59.23,utilities,grocery,credit_card,1,3727.47,
T-20591,W-0214,2026-06-01T20:12:00,debit,73.68,groceries,streaming,credit_card,1,1314.73,
T-20592,W-0113,2026-06-01T20:14:00,credit,134.5,income,employer,eft,1,4401.13,earnings_id=EARN-06302
T-20593,W-0159,2026-06-01T20:14:00,debit,63.34,clothing,grocery,debit_card,0,4970.8,
T-20594,W-0093,2026-06-01T20:19:00,debit,61.18,entertainment,retail,cash,0,8612.54,
T-20595,W-0170,2026-06-01T20:19:00,credit,174.31,income,employer,eft,1,1138.88,earnings_id=EARN-09433
T-20596,W-0144,2026-06-01T20:23:00,credit,192.24,income,employer,eft,1,7875.87,earnings_id=EARN-08005
T-20597,W-0131,2026-06-01T20:24:00,debit,34.38,other,retail,prepaid,0,6372.81,
T-20598,W-0213,2026-06-01T20:29:00,debit,58.75,other,transfer,prepaid,0,8288.96,
T-20599,W-0167,2026-06-01T20:33:00,credit,144.54,income,employer,eft,1,-1359.48,earnings_id=EARN-09272
T-20600,W-0176,2026-06-01T20:33:00,debit,40.62,other,restaurant,cash,0,7995.78,
T-20601,W-0060,2026-06-01T20:36:00,debit,31.32,transport,landlord,credit_card,1,-147.59,
T-20602,W-0039,2026-06-01T20:39:00,debit,16.09,food,transfer,eft,0,8396.34,
T-20603,W-0077,2026-06-01T20:39:00,debit,38.08,transport,restaurant,cash,0,5484.02,
T-20604,W-0046,2026-06-01T20:40:00,credit,266.73,income,employer,eft,1,9954.81,earnings_id=EARN-02550
T-20605,W-0059,2026-06-01T20:40:00,credit,82.67,income,employer,eft,1,4459.48,earnings_id=EARN-03276
T-20606,W-0187,2026-06-01T20:46:00,credit,58.05,advance,transfer,eft,0,789.5,advance_id=A-00083
T-20607,W-0187,2026-06-01T20:47:00,debit,2.47,advance_fee,transfer,eft,0,787.03,advance_id=A-00083
T-20608,W-0112,2026-06-01T20:50:00,credit,208.82,income,employer,eft,1,4248.74,earnings_id=EARN-06246
T-20609,W-0014,2026-06-01T20:51:00,debit,56.19,transport,retail,credit_card,0,8135.09,
T-20610,W-0086,2026-06-01T20:52:00,credit,235.74,income,employer,eft,1,1981.32,earnings_id=EARN-04791
T-20611,W-0154,2026-06-01T20:52:00,credit,258.43,income,employer,eft,1,4596.06,earnings_id=EARN-08557
T-20612,W-0051,2026-06-01T20:53:00,credit,160.36,income,employer,eft,1,265.83,earnings_id=EARN-02831
T-20613,W-0193,2026-06-01T20:53:00,debit,29.64,other,landlord,prepaid,0,8396.87,
T-20614,W-0073,2026-06-01T20:57:00,credit,229.18,income,employer,eft,1,8442.59,earnings_id=EARN-04061
T-20615,W-0090,2026-06-01T20:57:00,credit,212.8,income,employer,eft,1,2582.06,earnings_id=EARN-05012
T-20616,W-0137,2026-06-01T20:58:00,credit,287.96,income,employer,eft,1,10043.53,earnings_id=EARN-07622
T-20617,W-0192,2026-06-01T21:12:00,debit,49.83,groceries,atm,debit_card,1,5143.9,
T-20618,W-0204,2026-06-01T21:13:00,debit,9.92,food,atm,eft,0,6536.25,
T-20619,W-0187,2026-06-01T21:14:00,debit,74.8,groceries,retail,prepaid,1,712.23,
T-20620,W-0037,2026-06-01T21:25:00,credit,216.84,income,employer,eft,1,10607.23,earnings_id=EARN-02047
T-20621,W-0043,2026-06-01T21:26:00,debit,69.1,groceries,atm,debit_card,1,8806.79,
T-20622,W-0014,2026-06-01T21:31:00,credit,192.97,income,employer,eft,1,8328.06,earnings_id=EARN-00758
T-20623,W-0215,2026-06-01T21:35:00,debit,59.67,clothing,transfer,debit_card,0,4995.18,
T-20624,W-0212,2026-06-01T21:38:00,credit,154.41,income,employer,eft,1,7837.82,earnings_id=EARN-11748
T-20625,W-0188,2026-06-01T21:48:00,credit,213.44,income,employer,eft,1,5719.43,earnings_id=EARN-10429
T-20626,W-0145,2026-06-01T21:54:00,debit,25.8,entertainment,restaurant,debit_card,0,8910.64,
T-20627,W-0037,2026-06-01T21:55:00,credit,51.39,advance,transfer,eft,0,10658.62,advance_id=A-00192
T-20628,W-0037,2026-06-01T21:56:00,debit,2.18,advance_fee,transfer,eft,0,10656.44,advance_id=A-00192
T-20629,W-0126,2026-06-01T21:57:00,credit,165.61,income,employer,eft,1,2873.79,earnings_id=EARN-07013
T-20630,W-0044,2026-06-01T21:58:00,credit,129.71,income,employer,eft,1,2448.02,earnings_id=EARN-02439
T-20631,W-0020,2026-06-01T21:59:00,debit,70.42,groceries,atm,debit_card,1,3579.63,
T-20632,W-0073,2026-06-01T22:04:00,debit,49.12,transport,atm,eft,0,8393.47,
T-20633,W-0043,2026-06-01T22:09:00,debit,5.86,transport,transfer,credit_card,0,8800.93,
T-20634,W-0044,2026-06-01T22:15:00,debit,28.48,food,retail,prepaid,0,2419.54,
T-20635,W-0146,2026-06-01T22:20:00,debit,62.53,health,atm,prepaid,1,7132.97,
T-20636,W-0041,2026-06-01T22:22:00,debit,58.41,utilities,retail,debit_card,1,7019.42,
T-20637,W-0147,2026-06-01T22:28:00,debit,43.61,utilities,landlord,credit_card,1,9444.43,
T-20638,W-0140,2026-06-01T22:29:00,debit,77.9,transport,grocery,cash,1,7766.08,
T-20639,W-0043,2026-06-01T22:46:00,debit,10.46,food,telecom,cash,0,8790.47,
T-20640,W-0211,2026-06-01T22:48:00,debit,33.59,entertainment,transfer,cash,0,3894.51,
T-20641,W-0034,2026-06-01T22:58:00,debit,7.73,other,grocery,credit_card,0,6786.29,
T-20642,W-0164,2026-06-02T07:10:00,debit,14.29,transport,grocery,eft,1,3502.78,
T-20643,W-0051,2026-06-02T07:11:00,debit,23.79,clothing,grocery,eft,0,242.04,
T-20644,W-0127,2026-06-02T07:11:00,debit,40.31,transport,retail,credit_card,0,7869.0,
T-20645,W-0016,2026-06-02T07:14:00,debit,38.98,food,retail,cash,0,6603.46,
T-20646,W-0155,2026-06-02T07:18:00,debit,19.88,entertainment,utility,eft,0,9030.54,
T-20647,W-0014,2026-06-02T07:22:00,debit,38.49,other,telecom,debit_card,0,8289.57,
T-20648,W-0212,2026-06-02T07:33:00,debit,42.46,food,transfer,eft,0,7795.36,
T-20649,W-0106,2026-06-02T07:40:00,debit,68.38,transport,retail,eft,1,5148.13,
T-20650,W-0022,2026-06-02T07:47:00,debit,17.25,other,utility,eft,0,10082.26,
T-20651,W-0097,2026-06-02T07:48:00,debit,39.6,transport,telecom,credit_card,1,6176.77,
T-20652,W-0162,2026-06-02T07:50:00,debit,48.64,utilities,restaurant,cash,1,7275.39,
T-20653,W-0219,2026-06-02T07:51:00,debit,29.94,transport,restaurant,eft,0,3987.56,
T-20654,W-0132,2026-06-02T07:57:00,debit,70.97,transport,grocery,debit_card,1,8279.59,
T-20655,W-0096,2026-06-02T08:00:00,debit,54.71,food,retail,prepaid,0,358.64,
T-20656,W-0128,2026-06-02T08:00:00,debit,170.45,debt_payment,transfer,eft,1,5549.15,obligation_id=O-00842
T-20657,W-0165,2026-06-02T08:00:00,debit,113.12,utilities,transfer,eft,1,3958.49,obligation_id=O-00827
T-20658,W-0210,2026-06-02T08:00:00,debit,391.41,debt_payment,transfer,eft,1,4010.51,obligation_id=O-00836
T-20659,W-0073,2026-06-02T08:01:00,credit,195.09,income,employer,eft,1,8588.56,earnings_id=EARN-04060
T-20660,W-0150,2026-06-02T08:02:00,debit,83.44,health,streaming,debit_card,1,9834.53,
T-20661,W-0109,2026-06-02T08:04:00,credit,86.76,advance,transfer,eft,0,2382.56,advance_id=A-00169
T-20662,W-0071,2026-06-02T08:09:00,credit,193.09,income,employer,eft,1,6618.22,earnings_id=EARN-03949
T-20663,W-0205,2026-06-02T08:18:00,credit,239.72,income,employer,eft,1,2914.33,earnings_id=EARN-11362
T-20664,W-0208,2026-06-02T08:18:00,debit,45.54,food,utility,eft,0,3298.7,
T-20665,W-0210,2026-06-02T08:25:00,credit,146.3,income,employer,eft,1,4156.81,earnings_id=EARN-11639
T-20666,W-0063,2026-06-02T08:33:00,credit,212.51,income,employer,eft,1,-1770.68,earnings_id=EARN-03499
T-20667,W-0120,2026-06-02T08:33:00,credit,162.0,income,employer,eft,1,4438.82,earnings_id=EARN-06683
T-20668,W-0084,2026-06-02T08:34:00,credit,115.14,income,employer,eft,1,6907.97,earnings_id=EARN-04677
T-20669,W-0056,2026-06-02T08:35:00,credit,160.42,income,employer,eft,1,2119.86,earnings_id=EARN-03108
T-20670,W-0142,2026-06-02T08:35:00,debit,6.58,other,streaming,credit_card,0,-1216.54,
T-20671,W-0001,2026-06-02T08:38:00,debit,28.91,utilities,atm,prepaid,1,4467.7,
T-20672,W-0022,2026-06-02T08:41:00,credit,210.01,income,employer,eft,1,10292.27,earnings_id=EARN-01206
T-20673,W-0130,2026-06-02T08:42:00,debit,60.91,food,gas,credit_card,0,5539.2,
T-20674,W-0215,2026-06-02T08:43:00,credit,175.7,income,employer,eft,1,5170.88,earnings_id=EARN-11911
T-20675,W-0040,2026-06-02T08:44:00,credit,202.6,income,employer,eft,1,3382.23,earnings_id=EARN-02215
T-20676,W-0002,2026-06-02T08:46:00,debit,13.33,transport,grocery,cash,1,914.2,
T-20677,W-0145,2026-06-02T08:53:00,debit,33.4,transport,streaming,prepaid,0,8877.24,
T-20678,W-0150,2026-06-02T08:53:00,credit,188.01,income,employer,eft,1,10022.54,earnings_id=EARN-08336
T-20679,W-0197,2026-06-02T08:55:00,debit,81.77,utilities,utility,prepaid,1,4157.06,
T-20680,W-0142,2026-06-02T08:58:00,credit,38.47,advance,transfer,eft,0,-1178.07,advance_id=A-00128
T-20681,W-0142,2026-06-02T08:59:00,debit,1.99,advance_fee,transfer,eft,0,-1180.06,advance_id=A-00128
T-20682,W-0057,2026-06-02T09:01:00,debit,70.13,transport,retail,eft,1,6062.26,
T-20683,W-0012,2026-06-02T09:08:00,debit,7.07,clothing,grocery,cash,0,8364.37,
T-20684,W-0040,2026-06-02T09:09:00,credit,219.6,income,employer,eft,1,3601.83,earnings_id=EARN-02216
T-20685,W-0142,2026-06-02T09:12:00,debit,32.2,transport,telecom,debit_card,0,-1212.26,
T-20686,W-0133,2026-06-02T09:15:00,debit,30.41,utilities,telecom,credit_card,1,-1488.98,
T-20687,W-0089,2026-06-02T09:16:00,debit,64.25,entertainment,landlord,debit_card,0,6578.46,
T-20688,W-0023,2026-06-02T09:18:00,credit,131.64,income,employer,eft,1,3885.32,earnings_id=EARN-01260
T-20689,W-0151,2026-06-02T09:19:00,credit,115.22,income,employer,eft,1,7094.77,earnings_id=EARN-08390
T-20690,W-0088,2026-06-02T09:20:00,credit,192.36,income,employer,eft,1,3592.31,earnings_id=EARN-04900
T-20691,W-0087,2026-06-02T09:22:00,credit,245.8,income,employer,eft,1,7114.79,earnings_id=EARN-04842
T-20692,W-0141,2026-06-02T09:22:00,debit,73.79,utilities,telecom,debit_card,1,3276.77,
T-20693,W-0206,2026-06-02T09:22:00,credit,100.8,advance,transfer,eft,0,955.86,advance_id=A-00364
T-20694,W-0206,2026-06-02T09:23:00,debit,4.28,advance_fee,transfer,eft,0,951.58,advance_id=A-00364
T-20695,W-0004,2026-06-02T09:32:00,credit,174.01,income,employer,eft,1,8341.22,earnings_id=EARN-00195
T-20696,W-0020,2026-06-02T09:32:00,debit,8.46,food,landlord,debit_card,0,3571.17,
T-20697,W-0069,2026-06-02T09:37:00,debit,23.51,health,landlord,prepaid,1,9597.07,
T-20698,W-0158,2026-06-02T09:37:00,credit,244.68,income,employer,eft,1,6462.46,earnings_id=EARN-08775
T-20699,W-0051,2026-06-02T09:38:00,credit,137.07,income,employer,eft,1,379.11,earnings_id=EARN-02830
T-20700,W-0190,2026-06-02T09:43:00,credit,184.14,income,employer,eft,1,2085.99,earnings_id=EARN-10534
T-20701,W-0148,2026-06-02T09:54:00,debit,55.47,groceries,landlord,eft,1,9042.74,
T-20702,W-0217,2026-06-02T09:55:00,credit,143.26,income,employer,eft,1,7097.31,earnings_id=EARN-12021
T-20703,W-0081,2026-06-02T09:57:00,debit,70.16,groceries,streaming,credit_card,1,2924.81,
T-20704,W-0030,2026-06-02T10:03:00,debit,56.61,entertainment,utility,eft,0,6748.87,
T-20705,W-0137,2026-06-02T10:06:00,debit,54.21,groceries,atm,debit_card,1,9989.32,
T-20706,W-0116,2026-06-02T10:08:00,credit,166.66,income,employer,eft,1,7225.33,earnings_id=EARN-06465
T-20707,W-0036,2026-06-02T10:09:00,debit,42.15,clothing,atm,cash,0,4706.33,
T-20708,W-0095,2026-06-02T10:15:00,credit,163.09,income,employer,eft,1,589.82,earnings_id=EARN-05288
T-20709,W-0121,2026-06-02T10:16:00,credit,199.26,income,employer,eft,1,5203.26,earnings_id=EARN-06740
T-20710,W-0162,2026-06-02T10:16:00,credit,205.15,income,employer,eft,1,7480.54,earnings_id=EARN-08995
T-20711,W-0012,2026-06-02T10:17:00,credit,139.54,income,employer,eft,1,8503.91,earnings_id=EARN-00646
T-20712,W-0206,2026-06-02T10:22:00,credit,147.83,income,employer,eft,1,1099.41,earnings_id=EARN-11414
T-20713,W-0175,2026-06-02T10:26:00,debit,5.65,entertainment,telecom,debit_card,0,5514.65,
T-20714,W-0187,2026-06-02T10:26:00,debit,38.19,transport,transfer,credit_card,0,674.04,
T-20715,W-0156,2026-06-02T10:28:00,credit,180.7,income,employer,eft,1,4702.06,earnings_id=EARN-08668
T-20716,W-0159,2026-06-02T10:29:00,credit,173.15,income,employer,eft,1,5143.95,earnings_id=EARN-08834
T-20717,W-0077,2026-06-02T10:32:00,credit,143.01,income,employer,eft,1,5627.03,earnings_id=EARN-04285
T-20718,W-0101,2026-06-02T10:32:00,credit,105.13,income,employer,eft,1,7036.1,earnings_id=EARN-05629
T-20719,W-0004,2026-06-02T10:34:00,credit,161.97,income,employer,eft,1,8503.19,earnings_id=EARN-00196
T-20720,W-0061,2026-06-02T10:34:00,credit,179.34,income,employer,eft,1,10348.66,earnings_id=EARN-03389
T-20721,W-0043,2026-06-02T10:37:00,credit,163.23,income,employer,eft,1,8953.7,earnings_id=EARN-02384
T-20722,W-0053,2026-06-02T10:38:00,credit,172.12,income,employer,eft,1,5810.62,earnings_id=EARN-02941
T-20723,W-0090,2026-06-02T10:40:00,credit,159.71,income,employer,eft,1,2741.77,earnings_id=EARN-05011
T-20724,W-0204,2026-06-02T10:44:00,debit,37.93,other,landlord,credit_card,0,6498.32,
T-20725,W-0136,2026-06-02T10:45:00,credit,111.09,income,employer,eft,1,1546.22,earnings_id=EARN-07565
T-20726,W-0028,2026-06-02T10:47:00,credit,164.1,income,employer,eft,1,3780.04,earnings_id=EARN-01540
T-20727,W-0210,2026-06-02T10:49:00,credit,228.92,income,employer,eft,1,4385.73,earnings_id=EARN-11640
T-20728,W-0180,2026-06-02T10:50:00,debit,26.65,clothing,telecom,debit_card,0,4661.31,
T-20729,W-0013,2026-06-02T10:51:00,credit,250.01,income,employer,eft,1,8676.31,earnings_id=EARN-00702
T-20730,W-0032,2026-06-02T10:51:00,debit,61.05,other,atm,eft,0,2636.69,
T-20731,W-0118,2026-06-02T10:53:00,credit,135.99,income,employer,eft,1,4762.72,earnings_id=EARN-06575
T-20732,W-0017,2026-06-02T10:55:00,credit,120.26,income,employer,eft,1,3847.73,earnings_id=EARN-00924
T-20733,W-0015,2026-06-02T11:04:00,credit,249.02,income,employer,eft,1,7544.79,earnings_id=EARN-00814
T-20734,W-0107,2026-06-02T11:04:00,credit,117.25,income,employer,eft,1,8150.44,earnings_id=EARN-05965
T-20735,W-0090,2026-06-02T11:08:00,debit,14.9,other,grocery,credit_card,0,2726.87,
T-20736,W-0019,2026-06-02T11:14:00,debit,34.54,utilities,gas,debit_card,1,1869.68,
T-20737,W-0100,2026-06-02T11:14:00,credit,219.11,income,employer,eft,1,8455.44,earnings_id=EARN-05574
T-20738,W-0192,2026-06-02T11:14:00,debit,60.46,food,retail,cash,0,5083.44,
T-20739,W-0017,2026-06-02T11:15:00,debit,56.36,utilities,landlord,debit_card,1,3791.37,
T-20740,W-0169,2026-06-02T11:15:00,debit,24.3,entertainment,landlord,eft,0,9362.14,
T-20741,W-0087,2026-06-02T11:23:00,credit,198.43,income,employer,eft,1,7313.22,earnings_id=EARN-04843
T-20742,W-0005,2026-06-02T11:24:00,credit,102.58,income,employer,eft,1,962.29,earnings_id=EARN-00251
T-20743,W-0096,2026-06-02T11:27:00,credit,210.65,income,employer,eft,1,569.29,earnings_id=EARN-05349
T-20744,W-0143,2026-06-02T11:27:00,credit,180.26,income,employer,eft,1,6630.21,earnings_id=EARN-07953
T-20745,W-0132,2026-06-02T11:31:00,credit,190.92,income,employer,eft,1,8470.51,earnings_id=EARN-07344
T-20746,W-0092,2026-06-02T11:32:00,debit,72.4,health,gas,prepaid,1,2325.16,
T-20747,W-0159,2026-06-02T11:34:00,credit,151.56,income,employer,eft,1,5295.51,earnings_id=EARN-08835
T-20748,W-0031,2026-06-02T11:36:00,credit,173.44,income,employer,eft,1,6559.85,earnings_id=EARN-01710
T-20749,W-0140,2026-06-02T11:36:00,credit,215.49,income,employer,eft,1,7981.57,earnings_id=EARN-07783
T-20750,W-0124,2026-06-02T11:38:00,credit,264.3,income,employer,eft,1,7989.35,earnings_id=EARN-06905
T-20751,W-0165,2026-06-02T11:42:00,debit,18.16,food,streaming,debit_card,0,3940.33,
T-20752,W-0102,2026-06-02T11:45:00,credit,248.98,income,employer,eft,1,8276.91,earnings_id=EARN-05681
T-20753,W-0103,2026-06-02T11:45:00,debit,81.54,utilities,atm,cash,1,9930.73,
T-20754,W-0168,2026-06-02T11:46:00,credit,233.47,income,employer,eft,1,8991.81,earnings_id=EARN-09324
T-20755,W-0219,2026-06-02T11:46:00,credit,149.29,income,employer,eft,1,4136.85,earnings_id=EARN-12133
T-20756,W-0045,2026-06-02T11:47:00,credit,221.32,income,employer,eft,1,4266.92,earnings_id=EARN-02490
T-20757,W-0050,2026-06-02T11:47:00,credit,236.87,income,employer,eft,1,5378.73,earnings_id=EARN-02771
T-20758,W-0004,2026-06-02T11:56:00,debit,57.4,transport,utility,eft,0,8445.79,
T-20759,W-0100,2026-06-02T11:56:00,debit,29.88,clothing,transfer,cash,0,8425.56,
T-20760,W-0188,2026-06-02T12:27:00,debit,18.87,entertainment,atm,debit_card,0,5700.56,
T-20761,W-0036,2026-06-02T12:37:00,debit,41.17,food,utility,credit_card,0,4665.16,
T-20762,W-0023,2026-06-02T12:48:00,debit,40.62,entertainment,restaurant,credit_card,0,3844.7,
T-20763,W-0001,2026-06-02T12:55:00,debit,18.47,health,gas,cash,1,4449.23,
T-20764,W-0066,2026-06-02T12:55:00,debit,53.79,food,telecom,eft,0,5249.37,
T-20765,W-0023,2026-06-02T13:02:00,debit,6.28,clothing,streaming,eft,0,3838.42,
T-20766,W-0212,2026-06-02T13:08:00,debit,22.92,food,restaurant,prepaid,0,7772.44,
T-20767,W-0082,2026-06-02T13:10:00,debit,39.23,other,retail,debit_card,0,4453.26,
T-20768,W-0089,2026-06-02T13:17:00,debit,21.36,food,atm,debit_card,0,6557.1,
T-20769,W-0118,2026-06-02T13:26:00,debit,26.48,clothing,transfer,debit_card,0,4736.24,
T-20770,W-0202,2026-06-02T13:30:00,debit,18.39,transport,grocery,cash,0,5057.68,
T-20771,W-0116,2026-06-02T13:33:00,debit,62.46,transport,streaming,prepaid,1,7162.87,
T-20772,W-0071,2026-06-02T13:34:00,debit,53.11,transport,utility,eft,1,6565.11,
T-20773,W-0108,2026-06-02T13:37:00,credit,47.86,advance,transfer,eft,0,9180.45,advance_id=A-00344
T-20774,W-0077,2026-06-02T13:39:00,debit,40.55,transport,atm,cash,0,5586.48,
T-20775,W-0098,2026-06-02T13:39:00,debit,60.55,other,grocery,cash,0,5012.44,
T-20776,W-0164,2026-06-02T13:41:00,debit,16.91,clothing,landlord,debit_card,0,3485.87,
T-20777,W-0195,2026-06-02T13:41:00,debit,63.93,other,streaming,debit_card,0,7217.51,
T-20778,W-0162,2026-06-02T13:44:00,debit,41.7,clothing,grocery,prepaid,0,7438.84,
T-20779,W-0009,2026-06-02T13:52:00,debit,18.7,transport,retail,credit_card,1,3758.01,
T-20780,W-0212,2026-06-02T13:58:00,debit,32.47,health,landlord,debit_card,1,7739.97,
T-20781,W-0051,2026-06-02T14:07:00,debit,8.59,utilities,utility,prepaid,1,370.52,
T-20782,W-0200,2026-06-02T14:11:00,debit,53.36,utilities,telecom,cash,1,5901.34,
T-20783,W-0220,2026-06-02T14:17:00,debit,26.99,groceries,streaming,debit_card,1,2969.46,
T-20784,W-0091,2026-06-02T14:19:00,debit,9.6,entertainment,atm,prepaid,0,3515.31,
T-20785,W-0189,2026-06-02T14:20:00,debit,27.31,clothing,retail,prepaid,0,4616.57,
T-20786,W-0216,2026-06-02T14:22:00,debit,34.94,transport,gas,prepaid,1,1509.33,
T-20787,W-0010,2026-06-02T14:27:00,debit,58.04,clothing,atm,credit_card,0,-2921.8,
T-20788,W-0075,2026-06-02T14:33:00,debit,36.03,clothing,landlord,debit_card,0,8435.28,
T-20789,W-0104,2026-06-02T14:35:00,debit,40.35,health,retail,debit_card,1,5208.85,
T-20790,W-0134,2026-06-02T14:36:00,debit,46.08,transport,grocery,prepaid,0,6335.5,
T-20791,W-0060,2026-06-02T14:55:00,debit,43.88,transport,grocery,credit_card,1,-191.47,
T-20792,W-0087,2026-06-02T14:56:00,debit,17.42,food,atm,cash,0,7295.8,
T-20793,W-0181,2026-06-02T14:57:00,debit,50.44,transport,landlord,prepaid,0,2294.26,
T-20794,W-0071,2026-06-02T14:58:00,debit,60.96,utilities,gas,prepaid,1,6504.15,
T-20795,W-0132,2026-06-02T14:58:00,debit,50.16,health,utility,debit_card,1,8420.35,
T-20796,W-0155,2026-06-02T14:58:00,debit,57.6,entertainment,gas,eft,0,8972.94,
T-20797,W-0083,2026-06-02T14:59:00,debit,22.99,clothing,grocery,eft,0,5035.29,
T-20798,W-0075,2026-06-02T15:11:00,debit,59.1,other,streaming,debit_card,0,8376.18,
T-20799,W-0003,2026-06-02T15:17:00,debit,9.36,other,transfer,debit_card,0,6390.41,
T-20800,W-0036,2026-06-02T15:19:00,debit,59.41,transport,landlord,cash,1,4605.75,
T-20801,W-0141,2026-06-02T15:37:00,debit,40.35,entertainment,streaming,eft,0,3236.42,
T-20802,W-0186,2026-06-02T15:37:00,debit,53.76,transport,restaurant,credit_card,0,3633.19,
T-20803,W-0009,2026-06-02T16:02:00,credit,220.7,income,employer,eft,1,3978.71,earnings_id=EARN-00482
T-20804,W-0189,2026-06-02T16:03:00,credit,178.85,income,employer,eft,1,4795.42,earnings_id=EARN-10483
T-20805,W-0125,2026-06-02T16:06:00,debit,29.84,clothing,atm,credit_card,0,3477.74,
T-20806,W-0060,2026-06-02T16:08:00,debit,44.66,food,atm,cash,0,-236.13,
T-20807,W-0019,2026-06-02T16:09:00,credit,241.8,income,employer,eft,1,2111.48,earnings_id=EARN-01038
T-20808,W-0081,2026-06-02T16:09:00,credit,140.63,income,employer,eft,1,3065.44,earnings_id=EARN-04512
T-20809,W-0102,2026-06-02T16:13:00,credit,187.87,income,employer,eft,1,8464.78,earnings_id=EARN-05683
T-20810,W-0116,2026-06-02T16:16:00,credit,179.6,income,employer,eft,1,7342.47,earnings_id=EARN-06467
T-20811,W-0217,2026-06-02T16:17:00,debit,15.32,clothing,retail,prepaid,0,7081.99,
T-20812,W-0110,2026-06-02T16:25:00,credit,190.58,income,employer,eft,1,8430.23,earnings_id=EARN-06137
