advance_id,worker_id,requested_at,amount_cad,fee_cad,status,repaid_at,repayment_source,reason_code
A-00519,W-0148,2026-05-24T07:11:00,47.07,2.0,repaid,2026-06-06T07:11:00,next_advance,groceries
A-00520,W-0217,2026-05-06T22:43:00,47.31,2.01,repaid,2026-05-13T22:43:00,bank,other
A-00521,W-0118,2026-05-19T22:45:00,54.83,2.33,repaid,2026-05-24T22:45:00,payroll,transport
A-00522,W-0202,2026-06-23T13:58:00,32.72,1.99,repaid,2026-06-27T13:58:00,bank,bill_due
A-00523,W-0134,2026-06-14T09:25:00,27.93,1.99,repaid,2026-06-27T09:25:00,next_advance,transport
A-00524,W-0065,2026-05-14T07:32:00,79.11,3.36,repaid,2026-05-18T07:32:00,payroll,groceries
A-00525,W-0120,2026-06-04T18:10:00,57.59,2.45,repaid,2026-06-13T18:10:00,next_advance,groceries
A-00526,W-0101,2026-05-17T21:36:00,43.64,1.99,repaid,2026-05-24T21:36:00,bank,bill_due
A-00527,W-0205,2026-06-22T13:50:00,56.51,2.4,repaid,2026-07-02T13:50:00,bank,bill_due
A-00528,W-0143,2026-05-31T07:22:00,61.11,2.6,outstanding,,,transport
A-00529,W-0193,2026-04-17T20:52:00,91.84,3.9,repaid,2026-04-20T20:52:00,next_advance,groceries
A-00530,W-0125,2026-05-15T18:30:00,46.48,0.0,repaid,2026-05-22T18:30:00,bank,other
A-00531,W-0171,2026-04-29T17:05:00,38.86,1.99,repaid,2026-05-11T17:05:00,bank,emergency
A-00532,W-0181,2026-05-02T07:57:00,50.52,2.15,repaid,2026-05-05T07:57:00,bank,other
A-00533,W-0015,2026-06-19T21:11:00,79.63,0.0,repaid,2026-06-22T21:11:00,payroll,other
A-00534,W-0100,2026-05-15T13:38:00,33.79,0.0,repaid,2026-05-24T13:38:00,payroll,groceries
A-00535,W-0145,2026-04-27T08:18:00,49.18,0.0,repaid,2026-05-10T08:18:00,next_advance,groceries
