worker_id,week_start,income_cad,expense_cad,essential_expense_cad,net_cashflow_cad,advances_count,advances_amount_cad,advance_fees_cad,ending_balance_cad,buffer_days_estimate,negative_balance_flag
W-0114,2026-06-22,813.75,146.14,113.76,667.61,0,0,0,10061.42,,0
W-0114,2026-06-29,219.2,289.52,254.98,-70.32,0,0,0,9991.1,-15.68,0
W-0115,2026-03-30,820.1,792.82,691.53,27.28,0,0,0,2556.22,,0
W-0115,2026-04-06,651.4,298.34,129.4,353.06,0,0,0,2904.32,8.67,0
W-0115,2026-04-13,768.88,657.36,598.28,111.52,0,0,0,3228.8,3047.39,0
W-0115,2026-04-20,784.63,12.16,0.0,772.47,0,0,0,3637.21,726.76,0
W-0115,2026-04-27,425.28,831.94,630.73,-406.66,0,0,0,3395.01,-31.28,0
W-0115,2026-05-04,790.31,333.01,123.54,457.3,0,0,0,3874.99,491.38,0
W-0115,2026-05-11,1047.12,611.71,611.71,435.41,0,0,0,4287.03,15933.98,0
W-0115,2026-05-18,1175.29,222.15,20.26,953.14,1,26.93,1.99,5274.21,741.15,0
W-0115,2026-05-25,1193.76,242.95,124.57,950.81,0,0,0,6418.2,189.45,0
W-0115,2026-06-01,980.37,975.12,780.57,5.25,1,95.43,4.06,6324.12,243.93,0
W-0115,2026-06-08,757.69,105.65,12.31,652.04,0,0,0,7170.92,-1005.65,0
W-0115,2026-06-15,602.38,748.83,632.26,-146.45,0,0,0,6840.29,36.15,0
W-0115,2026-06-22,589.8,54.01,16.34,535.79,0,0,0,7560.26,387.27,0
W-0115,2026-06-29,413.37,1117.54,834.76,-704.17,0,0,0,6856.09,207.8,0
W-0116,2026-03-30,491.69,220.26,220.26,271.43,0,0,0,3236.63,324.16,0
W-0116,2026-04-06,1015.77,185.85,40.78,829.92,0,0,0,3875.28,28.26,0
W-0116,2026-04-13,500.1,501.52,372.25,-1.42,0,0,0,4231.18,-26.08,0
W-0116,2026-04-20,1092.44,157.1,80.35,935.34,0,0,0,4801.68,21.43,0
W-0116,2026-04-27,708.92,178.46,79.23,530.46,0,0,0,5696.98,15387.49,0
W-0116,2026-05-04,727.98,366.72,253.09,361.26,0,0,0,6058.24,222.31,0
W-0116,2026-05-11,889.78,406.62,307.99,483.16,0,0,0,6363.62,236.62,0
W-0116,2026-05-18,525.6,156.22,44.31,369.38,1,28.4,1.99,6939.18,444.03,0
W-0116,2026-05-25,339.33,242.66,156.9,96.67,0,0,0,6869.19,41.41,0
W-0116,2026-06-01,849.82,404.85,292.88,444.97,0,0,0,7323.97,100.64,0
W-0116,2026-06-08,188.68,565.45,269.17,-376.77,0,0,0,7104.05,112.41,0
W-0116,2026-06-15,1245.3,505.66,327.12,739.64,0,0,0,7311.48,15.41,0
W-0116,2026-06-22,746.13,160.94,24.82,585.19,1,30.64,1.99,8459.52,-27.04,0
W-0116,2026-06-29,349.57,319.89,214.49,29.68,1,65.72,2.79,8554.92,250.21,0
W-0117,2026-03-30,553.12,1212.27,1212.27,-659.15,0,0,0,5023.48,493.56,0
W-0117,2026-04-06,766.87,337.24,34.99,429.63,0,0,0,5301.03,124.01,0
W-0117,2026-04-13,741.4,183.94,123.44,557.46,1,75.02,0.0,5933.68,-21.98,0
W-0117,2026-04-20,945.59,391.62,161.21,553.97,0,0,0,6639.56,-35.28,0
W-0117,2026-04-27,605.03,1269.52,1157.26,-664.49,1,43.89,1.99,5804.26,120.08,0
W-0117,2026-05-04,1218.96,140.51,0.0,1078.45,0,0,0,6700.39,113.8,0
W-0117,2026-05-11,803.41,216.79,67.15,586.62,0,0,0,7684.03,613.56,0
W-0117,2026-05-18,827.69,204.19,87.31,623.5,0,0,0,7817.95,15.38,0
W-0117,2026-05-25,918.39,160.85,110.36,757.54,0,0,0,8555.26,730.12,0
W-0117,2026-06-01,552.8,1469.21,1249.95,-916.41,0,0,0,8148.66,391.33,0
W-0117,2026-06-08,495.05,242.05,32.63,253.0,0,0,0,8080.15,246.51,0
W-0117,2026-06-15,905.7,213.39,124.13,692.31,0,0,0,8876.99,60.79,0
W-0117,2026-06-22,930.14,354.43,184.63,575.71,0,0,0,9669.68,650.8,0
W-0117,2026-06-29,217.4,1406.38,1196.2,-1188.98,2,91.24,4.03,8571.94,-33.01,0
W-0118,2026-03-30,517.07,1071.21,1042.5,-554.14,0,0,0,3154.44,43.36,0
W-0118,2026-04-06,332.35,451.22,209.47,-118.87,0,0,0,3188.83,-19.75,0
W-0118,2026-04-13,1441.27,827.33,574.33,613.94,1,35.64,1.99,3384.82,591.08,0
W-0118,2026-04-20,793.33,267.88,190.92,525.45,0,0,0,4150.29,-19.18,0
W-0118,2026-04-27,1124.38,1210.43,1053.94,-86.05,0,0,0,4277.81,117.88,0
W-0118,2026-05-04,939.79,475.04,103.13,464.75,0,0,0,4742.56,494.22,0
W-0118,2026-05-11,491.25,618.44,596.13,-127.19,1,26.78,1.99,4642.15,101.92,0
W-0118,2026-05-18,802.7,295.53,156.44,507.17,1,54.83,2.33,5063.33,722.8,0
W-0118,2026-05-25,691.55,122.74,122.74,568.81,0,0,0,5636.97,678.88,0
W-0118,2026-06-01,1093.29,1129.03,956.6,-35.74,0,0,0,5737.22,35.8,0
W-0118,2026-06-08,516.44,509.95,181.08,6.49,0,0,0,5743.71,,0
W-0118,2026-06-15,1106.25,584.47,529.51,521.78,0,0,0,6082.21,,0
W-0118,2026-06-22,891.08,279.1,195.32,611.98,0,0,0,6877.47,601.18,0
W-0118,2026-06-29,396.11,1025.56,982.62,-629.45,0,0,0,6248.02,369.62,0
W-0119,2026-03-30,740.36,2343.72,2203.21,-1603.36,0,0,0,1535.16,7.41,0
W-0119,2026-04-06,722.49,197.21,165.64,525.28,1,48.71,2.07,2061.8,205.36,0
W-0119,2026-04-13,806.15,814.34,726.9,-8.19,0,0,0,2474.67,211.84,0
W-0119,2026-04-20,737.57,91.38,65.73,646.19,0,0,0,3120.86,8661.09,0
W-0119,2026-04-27,856.14,2133.8,2133.8,-1277.66,0,0,0,1663.05,528.11,0
W-0119,2026-05-04,1175.24,62.56,62.56,1112.68,0,0,0,2749.87,786.16,0
W-0119,2026-05-11,688.42,817.33,634.22,-128.91,0,0,0,2670.78,557.17,0
W-0119,2026-05-18,880.44,108.97,65.88,771.47,0,0,0,3460.17,38.14,0
W-0119,2026-05-25,729.04,82.72,45.34,646.32,0,0,0,4244.76,244.48,0
W-0119,2026-06-01,1150.62,2347.42,2185.15,-1196.8,0,0,0,2506.67,208.38,0
W-0119,2026-06-08,1090.96,228.96,75.61,862.0,0,0,0,3909.96,-20.17,0
W-0119,2026-06-15,564.13,800.23,652.15,-236.1,0,0,0,3673.86,-2.89,0
W-0119,2026-06-22,437.46,224.84,69.14,212.62,0,0,0,3658.86,299.18,0
W-0119,2026-06-29,0,2353.04,2212.1,-2353.04,0,0,0,1533.44,2.51,0
W-0120,2026-03-30,370.32,1225.77,1096.0,-855.45,0,0,0,3619.2,67.09,0
W-0120,2026-04-06,415.61,361.49,260.76,54.12,0,0,0,3673.32,,0
W-0120,2026-04-13,663.17,197.86,93.45,465.31,0,0,0,4138.63,29.31,0
W-0120,2026-04-20,533.53,359.54,140.33,173.99,0,0,0,4312.62,482.94,0
W-0120,2026-04-27,536.52,975.93,877.12,-439.41,0,0,0,3873.21,49.87,0
W-0120,2026-05-04,571.29,132.56,124.92,438.73,0,0,0,4151.38,71.84,0
W-0120,2026-05-11,294.82,326.4,74.65,-31.58,1,25.82,1.99,4306.18,63.14,0
W-0120,2026-05-18,554.69,147.76,70.82,406.93,0,0,0,4565.41,415.25,0
W-0120,2026-05-25,714.85,220.94,124.13,493.91,0,0,0,4897.39,-9.03,0
W-0120,2026-06-01,622.8,898.98,877.12,-276.18,1,57.59,2.45,4754.98,398.5,0
W-0120,2026-06-08,672.35,326.44,98.69,345.91,0,0,0,5178.75,2.25,0
W-0120,2026-06-15,656.17,193.97,82.09,462.2,0,0,0,5796.54,115.67,0
W-0120,2026-06-22,614.91,374.05,286.58,240.86,0,0,0,5865.99,-5.65,0
W-0120,2026-06-29,241.55,1061.26,922.97,-819.71,0,0,0,5217.69,697.87,0
W-0121,2026-03-30,560.51,1218.55,1166.33,-658.04,1,79.95,3.4,3294.12,13.92,0
W-0121,2026-04-06,1100.42,498.56,226.7,601.86,1,106.82,0.0,3612.9,125.97,0
W-0121,2026-04-13,904.07,324.88,139.06,579.19,1,25.46,1.99,4402.07,-24.86,0
W-0121,2026-04-20,782.78,364.38,264.66,418.4,0,0,0,4825.4,534.3,0
W-0121,2026-04-27,585.53,1443.05,1245.58,-857.52,1,26.74,1.99,4195.07,668.46,0
W-0121,2026-05-04,919.55,263.65,223.97,655.9,0,0,0,4850.97,56.29,0
W-0121,2026-05-11,403.44,257.5,147.13,145.94,0,0,0,4811.06,126.55,0
W-0121,2026-05-18,590.57,410.26,133.02,180.31,0,0,0,4973.99,83.51,0
W-0121,2026-05-25,1122.34,182.25,54.94,940.09,0,0,0,5918.05,20.58,0
W-0121,2026-06-01,959.26,1318.61,1248.47,-359.35,2,75.82,4.03,5674.21,795.89,0
W-0121,2026-06-08,882.3,227.05,166.04,655.25,0,0,0,6341.5,249.97,0
W-0121,2026-06-15,590.29,198.41,198.41,391.88,0,0,0,6679.51,-30.1,0
W-0121,2026-06-22,854.75,190.07,0.0,664.68,0,0,0,7545.59,,0
W-0121,2026-06-29,205.71,1382.16,1201.97,-1176.45,0,0,0,6369.14,84.86,0
W-0122,2026-03-30,615.33,2124.49,2034.14,-1509.16,1,40.5,1.99,2408.81,795.9,0
W-0122,2026-04-06,977.92,344.26,81.31,633.66,0,0,0,2842.18,96.91,0
W-0122,2026-04-13,562.07,476.36,314.81,85.71,0,0,0,3128.18,319.63,0
W-0122,2026-04-20,1073.86,262.54,121.78,811.32,0,0,0,3558.31,11977.95,0
W-0122,2026-04-27,805.76,1957.72,1957.72,-1151.96,0,0,0,2463.05,6708.16,0
W-0122,2026-05-04,614.68,545.74,356.58,68.94,0,0,0,2856.48,29.43,0
W-0122,2026-05-11,878.48,476.6,405.26,401.88,0,0,0,2843.71,240.33,0
W-0122,2026-05-18,1089.06,147.12,75.64,941.94,0,0,0,4200.3,696.57,0
W-0122,2026-05-25,1035.19,325.21,100.21,709.98,0,0,0,4476.47,443.95,0
W-0122,2026-06-01,677.68,1950.69,1936.86,-1273.01,0,0,0,3637.27,313.78,0
W-0122,2026-06-08,357.28,584.25,297.97,-226.97,0,0,0,3214.93,138.74,0
W-0122,2026-06-15,1003.86,477.79,417.83,526.07,1,29.81,1.99,3553.51,1.22,0
W-0122,2026-06-22,563.06,128.86,103.32,434.2,0,0,0,4400.38,34.35,0
W-0122,2026-06-29,181.9,2101.22,1950.73,-1919.32,0,0,0,2481.06,-37.09,0
W-0123,2026-03-30,746.83,1300.28,1204.69,-553.45,0,0,0,4958.59,445.36,0
W-0123,2026-04-06,551.54,109.19,0.0,442.35,0,0,0,4849.4,57.0,0
W-0123,2026-04-13,585.28,740.16,585.82,-154.88,1,55.48,2.36,4919.15,383.47,0
W-0123,2026-04-20,1103.3,299.85,151.86,803.45,0,0,0,5726.45,294.58,0
W-0123,2026-04-27,601.05,1248.44,1176.27,-647.39,0,0,0,5457.6,-6.95,0
W-0123,2026-05-04,371.44,422.95,299.45,-51.51,0,0,0,5406.09,65.54,0
W-0123,2026-05-11,1141.1,705.02,590.81,436.08,0,0,0,5645.86,,0
W-0123,2026-05-18,785.61,120.62,13.69,664.99,0,0,0,6314.72,310.76,0
W-0123,2026-05-25,768.05,99.11,83.16,668.94,0,0,0,7176.1,586.08,0
W-0123,2026-06-01,948.59,1273.51,1178.4,-324.92,0,0,0,6665.52,107.84,0
W-0123,2026-06-08,956.61,433.75,235.7,522.86,0,0,0,7161.04,440.96,0
W-0123,2026-06-15,572.21,741.01,596.66,-168.8,0,0,0,7016.23,30.13,0
W-0123,2026-06-22,921.46,323.51,225.66,597.95,1,59.81,2.54,7682.22,113.95,0
W-0123,2026-06-29,372.39,1304.49,1203.64,-932.1,0,0,0,6930.9,7.35,0
W-0124,2026-03-30,248.11,1059.1,1026.01,-810.99,0,0,0,3898.84,54.53,0
W-0124,2026-04-06,942.25,379.12,76.74,563.13,1,50.28,2.14,4512.25,311.95,0
W-0124,2026-04-13,724.37,274.92,137.87,449.45,0,0,0,4725.84,79.58,0
W-0124,2026-04-20,1155.7,245.72,127.53,909.98,0,0,0,5871.68,792.39,0
W-0124,2026-04-27,1400.06,1162.19,1115.35,237.87,0,0,0,5904.57,,0
W-0124,2026-05-04,1484.73,442.23,71.76,1042.5,0,0,0,6895.28,-31.75,0
W-0124,2026-05-11,1105.47,137.28,98.46,968.19,0,0,0,7916.59,,0
W-0124,2026-05-18,477.32,568.64,337.86,-91.32,0,0,0,8028.92,393.78,0
W-0124,2026-05-25,1020.41,79.59,0.0,940.82,0,0,0,8443.1,315.6,0
W-0124,2026-06-01,1021.81,1277.32,1036.56,-255.51,0,0,0,8714.23,139.4,0
W-0124,2026-06-08,1464.43,339.17,70.71,1125.26,0,0,0,9627.47,100.0,0
W-0124,2026-06-15,463.68,131.03,86.84,332.65,0,0,0,9886.22,80.94,0
W-0124,2026-06-22,1330.6,340.6,156.83,990.0,0,0,0,10959.14,-10.06,0
W-0124,2026-06-29,219.16,1221.68,980.39,-1002.52,0,0,0,10159.62,,0
W-0125,2026-03-30,336.88,132.52,83.1,204.36,0,0,0,3064.59,28.61,0
W-0125,2026-04-06,679.3,255.4,255.4,423.9,1,88.39,0.0,3682.68,4263.73,0
W-0125,2026-04-13,660.92,948.15,820.46,-287.23,0,0,0,3291.15,,0
W-0125,2026-04-20,456.69,340.35,147.67,116.34,0,0,0,3511.79,297.56,0
W-0125,2026-04-27,433.67,396.18,210.78,37.49,0,0,0,3438.36,60.27,0
W-0125,2026-05-04,455.02,237.01,131.07,218.01,0,0,0,3767.29,673.03,0
W-0125,2026-05-11,444.12,904.55,809.81,-460.43,1,46.48,0.0,3353.34,799.49,0
W-0125,2026-05-18,220.2,141.07,46.88,79.13,2,112.09,4.76,3544.56,-9.97,0
W-0125,2026-05-25,335.07,372.05,277.42,-36.98,0,0,0,3507.58,789.59,0
W-0125,2026-06-01,543.38,211.61,74.02,331.77,0,0,0,3723.51,,0
W-0125,2026-06-08,460.52,541.97,378.22,-81.45,0,0,0,3757.9,309.82,0
W-0125,2026-06-15,428.21,798.76,611.62,-370.55,2,178.0,7.56,3459.39,757.45,0
W-0125,2026-06-22,536.7,422.05,272.3,114.65,0,0,0,3575.82,60.85,0
W-0125,2026-06-29,115.46,120.19,0.0,-4.73,0,0,0,3675.27,-29.36,0
W-0126,2026-03-30,377.79,1469.99,1446.87,-1092.2,0,0,0,1550.28,-12.43,0
W-0126,2026-04-06,474.87,123.48,21.29,351.39,0,0,0,1901.67,-18.73,0
W-0126,2026-04-13,540.92,255.71,54.91,285.21,0,0,0,2186.88,197.95,0
W-0126,2026-04-20,883.24,138.73,17.84,744.51,0,0,0,2931.39,15.67,0
W-0126,2026-04-27,732.63,1309.01,1209.34,-576.38,0,0,0,1809.15,103.18,0
W-0126,2026-05-04,748.6,350.01,249.91,398.59,0,0,0,2570.97,715.71,0
W-0126,2026-05-11,705.91,186.37,105.76,519.54,1,66.69,2.83,3339.83,37.73,0
W-0126,2026-05-18,524.73,297.42,207.02,227.31,0,0,0,3567.14,441.8,0
W-0126,2026-05-25,944.66,411.14,370.77,533.52,0,0,0,3743.24,291.71,0
W-0126,2026-06-01,1121.56,1554.28,1455.38,-432.72,0,0,0,3477.65,47.88,0
W-0126,2026-06-08,815.28,98.54,68.15,716.74,0,0,0,4247.44,94.41,0
W-0126,2026-06-15,665.13,204.65,81.55,460.48,1,65.09,2.77,4556.29,768.02,0
W-0126,2026-06-22,950.14,212.26,36.91,737.88,0,0,0,5249.87,-38.53,0
W-0126,2026-06-29,346.01,1777.63,1600.94,-1431.62,0,0,0,4216.51,214.73,0
W-0127,2026-03-30,607.5,1615.99,1502.41,-1008.49,0,0,0,4010.26,89.46,0
W-0127,2026-04-06,741.53,65.77,29.18,675.76,0,0,0,4611.35,387.64,0
W-0127,2026-04-13,1480.43,192.85,96.38,1287.58,0,0,0,6175.13,9.49,0
W-0127,2026-04-20,662.91,282.06,63.3,380.85,0,0,0,6346.08,17.64,0
W-0127,2026-04-27,709.98,1621.68,1497.66,-911.7,0,0,0,5644.28,781.04,0
W-0127,2026-05-04,1738.25,338.31,221.14,1399.94,0,0,0,6067.76,2876.16,0
W-0127,2026-05-11,1172.18,74.2,18.84,1097.98,0,0,0,7697.94,59.14,0
W-0127,2026-05-18,661.6,176.01,137.56,485.59,0,0,0,8206.49,40.72,0
W-0127,2026-05-25,920.16,221.15,83.27,699.01,0,0,0,9074.36,651.64,0
W-0127,2026-06-01,687.37,1600.07,1473.54,-912.7,0,0,0,8198.39,209.12,0
W-0127,2026-06-08,917.5,125.64,58.56,791.86,0,0,0,9205.96,40.69,0
W-0127,2026-06-15,1136.88,290.35,290.35,846.53,0,0,0,9817.06,-40.49,0
W-0127,2026-06-22,1226.16,109.03,59.69,1117.13,0,0,0,10931.12,-5.02,0
W-0127,2026-06-29,266.71,1750.03,1707.0,-1483.32,0,0,0,9686.3,275.41,0
W-0128,2026-03-30,391.18,612.36,612.36,-221.18,0,0,0,2317.69,30.27,0
W-0128,2026-04-06,1069.72,347.89,11.11,721.83,1,69.37,2.95,3108.89,83.31,0
W-0128,2026-04-13,531.04,139.23,74.54,391.81,1,109.58,4.66,3433.37,10.16,0
W-0128,2026-04-20,697.69,352.91,321.16,344.78,0,0,0,3594.9,72.1,0
W-0128,2026-04-27,1014.52,873.51,696.42,141.01,0,0,0,4096.07,134.48,0
W-0128,2026-05-04,520.5,380.26,234.25,140.24,1,60.37,2.57,4136.32,528.72,0
W-0128,2026-05-11,968.8,127.08,73.57,841.72,0,0,0,5138.4,233.44,0
W-0128,2026-05-18,1263.81,396.67,259.26,867.14,0,0,0,5443.45,495.05,0
W-0128,2026-05-25,738.09,238.0,153.45,500.09,0,0,0,6146.45,407.32,0
W-0128,2026-06-01,704.76,800.74,782.81,-95.98,1,35.36,1.99,6445.01,,0
W-0128,2026-06-08,505.96,271.59,175.35,234.37,0,0,0,6519.37,44.9,0
W-0128,2026-06-15,514.27,702.13,447.46,-187.86,0,0,0,6491.52,8.55,0
W-0128,2026-06-22,946.76,444.78,383.98,501.98,0,0,0,6808.16,-24.23,0
W-0128,2026-06-29,190.55,973.72,782.81,-783.17,0,0,0,6210.33,679.69,0
W-0129,2026-03-30,1013.11,2806.42,2759.02,-1793.31,0,0,0,-877.68,356.49,1
W-0129,2026-04-06,735.27,313.47,148.89,421.8,0,0,0,-444.96,5.68,1
W-0129,2026-04-13,931.74,517.91,387.7,413.83,0,0,0,-29.86,26.0,1
W-0129,2026-04-20,935.22,273.63,65.31,661.59,0,0,0,636.28,-11.39,0
W-0129,2026-04-27,911.32,2890.83,2739.01,-1979.51,0,0,0,-976.94,52.77,1
W-0129,2026-05-04,1036.25,324.14,85.07,712.11,0,0,0,-461.5,0.51,1
W-0129,2026-05-11,1143.85,496.38,387.7,647.47,1,55.18,2.35,232.27,,0
W-0129,2026-05-18,627.12,128.0,72.89,499.12,0,0,0,750.63,111.68,0
W-0129,2026-05-25,381.21,252.65,190.73,128.56,0,0,0,1065.5,113.78,0
W-0129,2026-06-01,786.76,3149.0,2854.77,-2362.24,0,0,0,-1472.4,614.08,1
W-0129,2026-06-08,389.31,279.27,9.35,110.04,0,0,0,-1186.7,77.03,1
W-0129,2026-06-15,816.67,684.38,467.02,132.29,0,0,0,-1054.41,2.4,1
W-0129,2026-06-22,784.5,314.73,135.92,469.77,0,0,0,-970.95,636.39,1
W-0129,2026-06-29,173.07,2981.5,2877.97,-2808.43,0,0,0,-3393.07,63.88,1
W-0130,2026-03-30,318.61,1481.73,1398.16,-1163.12,0,0,0,4116.34,22.47,0
W-0130,2026-04-06,796.54,264.07,114.53,532.47,0,0,0,4474.07,94.01,0
W-0130,2026-04-13,482.64,295.97,138.71,186.67,0,0,0,4835.48,173.2,0
W-0130,2026-04-20,677.83,162.69,110.11,515.14,0,0,0,5350.62,377.6,0
W-0130,2026-04-27,465.28,1395.53,1255.25,-930.25,1,98.55,4.19,4351.4,8.98,0
W-0130,2026-05-04,1015.09,379.52,329.06,635.57,1,89.36,3.8,5075.07,,0
W-0130,2026-05-11,700.17,126.66,86.55,573.51,0,0,0,5453.06,33.97,0
W-0130,2026-05-18,824.43,355.78,129.53,468.65,0,0,0,6286.01,51.66,0
W-0130,2026-05-25,802.77,249.73,107.0,553.04,0,0,0,6839.05,11.11,0
W-0130,2026-06-01,839.77,1685.51,1444.69,-845.74,0,0,0,5833.71,314.65,0
W-0130,2026-06-08,652.98,496.06,196.22,156.92,0,0,0,6150.23,601.03,0
W-0130,2026-06-15,801.83,216.57,175.37,585.26,0,0,0,6563.2,13.18,0
W-0130,2026-06-22,518.53,109.21,20.66,409.32,0,0,0,7144.81,158.47,0
W-0130,2026-06-29,152.16,1414.46,1393.72,-1262.3,0,0,0,5882.51,15.13,0
W-0131,2026-03-30,567.23,986.97,233.07,-419.74,0,0,0,3990.7,258.45,0
W-0131,2026-04-06,553.79,404.22,251.66,149.57,1,85.71,3.64,4225.98,-40.37,0
W-0131,2026-04-13,219.11,1072.36,735.22,-853.25,0,0,0,3372.73,-30.1,0
W-0131,2026-04-20,1295.21,88.61,10.62,1206.6,0,0,0,4083.47,298.83,0
W-0131,2026-04-27,931.32,791.02,78.3,140.3,0,0,0,4617.49,102.99,0
W-0131,2026-05-04,767.53,399.41,255.09,368.12,1,48.82,2.07,4948.9,462.84,0
W-0131,2026-05-11,947.01,790.96,665.98,156.05,0,0,0,4774.0,96.14,0
W-0131,2026-05-18,1192.9,168.91,77.06,1023.99,0,0,0,5912.57,50.28,0
W-0131,2026-05-25,773.87,86.78,0.0,687.09,0,0,0,6798.37,213.59,0
W-0131,2026-06-01,879.28,1050.38,165.01,-171.1,0,0,0,6832.6,586.06,0
W-0131,2026-06-08,888.88,188.0,141.86,700.88,0,0,0,7533.48,169.16,0
W-0131,2026-06-15,669.94,705.35,650.77,-35.41,0,0,0,7262.94,668.05,0
W-0131,2026-06-22,841.81,184.9,78.44,656.91,0,0,0,7726.98,169.34,0
W-0131,2026-06-29,193.46,984.24,290.68,-790.78,1,95.34,4.05,7459.54,-10.89,0
W-0132,2026-03-30,172.8,113.7,63.57,59.1,0,0,0,4985.09,95.07,0
W-0132,2026-04-06,525.13,248.59,194.85,276.54,0,0,0,5261.63,,0
W-0132,2026-04-13,979.46,521.2,335.41,458.26,0,0,0,5719.89,-45.74,0
W-0132,2026-04-20,827.56,375.69,193.76,451.87,0,0,0,6171.76,148.51,0
W-0132,2026-04-27,687.17,345.25,280.73,341.92,0,0,0,6366.11,-40.86,0
W-0132,2026-05-04,931.99,270.76,151.35,661.23,1,32.48,1.99,7011.54,168.76,0
W-0132,2026-05-11,907.54,425.21,348.25,482.33,0,0,0,7334.63,,0
W-0132,2026-05-18,1017.03,388.06,253.09,628.97,0,0,0,8142.87,58.66,0
W-0132,2026-05-25,535.7,312.91,132.05,222.79,0,0,0,8177.23,112.75,0
W-0132,2026-06-01,696.9,436.61,278.81,260.29,0,0,0,8604.71,387.48,0
W-0132,2026-06-08,1077.08,222.08,118.15,855.0,0,0,0,9291.62,45.75,0
W-0132,2026-06-15,427.24,608.76,424.71,-181.52,0,0,0,9251.77,-44.33,0
W-0132,2026-06-22,1137.32,222.05,128.6,915.27,0,0,0,10003.24,58.29,0
W-0132,2026-06-29,374.28,405.82,231.07,-31.54,0,0,0,10358.98,110.53,0
W-0133,2026-03-30,383.39,2402.94,2362.91,-2019.55,0,0,0,-828.11,490.24,1
W-0133,2026-04-06,962.88,119.82,69.55,843.06,1,52.44,2.23,250.31,-30.52,0
W-0133,2026-04-13,927.77,763.78,649.47,163.99,0,0,0,433.44,170.25,0
W-0133,2026-04-20,814.63,288.34,39.03,526.29,0,0,0,746.98,33.94,0
W-0133,2026-04-27,776.84,2604.01,2427.15,-1827.17,1,40.59,1.99,-840.18,115.56,1
W-0133,2026-05-04,722.86,428.18,334.1,294.68,0,0,0,-350.84,21.06,1
W-0133,2026-05-11,925.42,798.69,704.75,126.73,0,0,0,-224.11,119.92,1
W-0133,2026-05-25,363.78,376.96,155.65,-13.18,0,0,0,621.39,,0
W-0133,2026-06-01,723.61,2514.79,2393.32,-1791.18,0,0,0,-1346.03,,1
W-0133,2026-06-08,524.05,280.03,139.25,244.02,1,46.96,2.0,-1042.99,109.52,1
W-0133,2026-06-15,1082.94,721.11,657.87,361.83,0,0,0,-694.84,157.36,1
W-0133,2026-06-22,747.11,494.07,191.61,253.04,1,34.8,0.0,-229.14,-24.42,1
W-0133,2026-06-29,354.98,2562.82,2429.21,-2207.84,0,0,0,-2436.98,107.2,1
W-0134,2026-03-30,188.74,1326.88,1136.54,-1138.14,1,126.54,5.38,3265.56,100.97,0
W-0134,2026-04-06,517.7,325.27,105.02,192.43,0,0,0,3298.58,39.04,0
W-0134,2026-04-13,873.97,274.69,42.99,599.28,0,0,0,4057.27,225.57,0
W-0134,2026-04-20,952.12,101.74,101.74,850.38,0,0,0,4727.3,563.97,0
W-0134,2026-04-27,935.36,1159.0,1087.02,-223.64,0,0,0,4684.01,-41.24,0
W-0134,2026-05-04,732.81,270.84,198.61,461.97,0,0,0,5145.98,191.39,0
W-0134,2026-05-11,1333.34,332.75,197.85,1000.59,1,20.0,1.99,5977.22,99.01,0
W-0134,2026-05-18,763.55,208.28,76.82,555.27,0,0,0,6721.84,241.31,0
W-0134,2026-05-25,767.58,85.93,24.32,681.65,0,0,0,7403.49,,0
W-0134,2026-06-01,599.73,1357.32,1136.54,-757.59,0,0,0,6645.9,,0
W-0134,2026-06-08,680.69,214.17,166.28,466.52,1,27.93,1.99,7140.35,59.44,0
W-0134,2026-06-15,714.9,272.61,148.97,442.29,0,0,0,7582.64,119.79,0
W-0134,2026-06-22,835.31,158.06,95.25,677.25,0,0,0,8074.74,110.73,0
W-0134,2026-06-29,220.34,1383.65,1194.45,-1163.31,0,0,0,7096.58,358.25,0
W-0135,2026-03-30,324.81,419.92,270.76,-95.11,0,0,0,3964.28,296.44,0
W-0135,2026-04-06,532.27,93.44,24.22,438.83,1,42.55,1.99,4445.66,114.19,0
W-0135,2026-04-13,580.6,701.94,589.5,-121.34,0,0,0,4189.63,692.16,0
W-0135,2026-04-20,776.18,400.73,170.78,375.45,0,0,0,4490.94,,0
W-0135,2026-04-27,732.8,347.65,293.54,385.15,0,0,0,4772.34,535.36,0
W-0135,2026-05-04,596.86,278.94,236.85,317.92,0,0,0,5269.57,76.3,0
W-0135,2026-05-11,623.29,920.69,760.32,-297.4,0,0,0,4924.69,112.27,0
W-0135,2026-05-18,1076.26,218.94,114.25,857.32,0,0,0,5640.41,318.1,0
W-0135,2026-05-25,578.93,94.8,52.17,484.13,0,0,0,6446.89,455.21,0
W-0135,2026-06-01,744.44,465.18,280.04,279.26,0,0,0,6572.3,-32.18,0
W-0135,2026-06-08,844.81,96.03,21.14,748.78,1,20.78,1.99,7219.97,,0
W-0135,2026-06-15,554.88,776.48,690.62,-221.6,0,0,0,7115.13,427.34,0
W-0135,2026-06-22,1115.13,185.57,0.0,929.56,0,0,0,8005.11,104.33,0
W-0135,2026-06-29,178.14,219.17,219.17,-41.03,0,0,0,8162.64,398.76,0
W-0136,2026-03-30,387.51,2566.69,2502.63,-2179.18,0,0,0,2977.96,758.58,0
W-0136,2026-04-06,351.65,415.16,181.52,-63.51,0,0,0,2728.2,,0
W-0136,2026-04-13,873.77,320.86,162.55,552.91,0,0,0,3467.36,435.81,0
