earnings_id,worker_id,work_date,employer_id,shift_type,hours_worked,gross_pay_cad,tips_cad,deductions_cad,net_pay_cad,paid_same_day,pay_method
EARN-05756,W-0103,2026-06-25,E-0004,day,6.9,135.22,12.46,22.08,125.6,0,direct_deposit
EARN-05757,W-0103,2026-06-26,E-0004,night,7.0,164.66,17.97,10.85,171.78,1,payroll_card
EARN-05758,W-0103,2026-06-27,E-0004,evening,7.0,195.27,24.4,21.14,198.53,1,direct_deposit
EARN-05759,W-0103,2026-06-28,E-0004,day,6.6,163.48,31.48,11.56,183.4,0,cash
EARN-05760,W-0103,2026-06-30,E-0004,evening,8.3,121.8,13.62,13.28,122.14,1,direct_deposit
EARN-05761,W-0104,2026-04-01,E-0037,evening,8.5,131.39,16.68,23.63,124.44,0,cash
EARN-05762,W-0104,2026-04-02,E-0037,day,9.1,194.34,45.93,15.19,225.08,0,cash
EARN-05763,W-0104,2026-04-03,E-0037,evening,9.1,157.48,34.62,11.03,181.07,0,payroll_card
EARN-05764,W-0104,2026-04-04,E-0037,day,7.8,186.41,50.99,8.18,229.22,1,cash
EARN-05765,W-0104,2026-04-06,E-0037,evening,8.5,170.58,46.08,9.81,206.85,0,cash
EARN-05766,W-0104,2026-04-11,E-0037,split,8.1,162.01,25.42,24.65,162.78,0,payroll_card
EARN-05767,W-0104,2026-04-13,E-0037,day,7.3,184.58,28.75,23.0,190.33,0,direct_deposit
EARN-05768,W-0104,2026-04-14,E-0037,evening,7.0,169.09,37.09,17.48,188.7,1,direct_deposit
EARN-05769,W-0104,2026-04-21,E-0037,day,6.8,198.53,55.84,11.54,242.83,0,cash
EARN-05770,W-0104,2026-04-24,E-0037,day,6.4,188.07,40.83,9.61,219.29,1,cash
EARN-05771,W-0104,2026-04-25,E-0037,evening,9.3,202.26,49.7,16.55,235.41,0,payroll_card
EARN-05772,W-0104,2026-04-27,E-0037,day,9.5,158.78,29.88,17.05,171.61,0,cash
EARN-05773,W-0104,2026-04-28,E-0037,day,7.2,207.49,35.09,15.17,227.41,0,payroll_card
EARN-05774,W-0104,2026-04-29,E-0037,evening,9.3,181.87,34.01,18.99,196.89,1,cheque
EARN-05775,W-0104,2026-04-30,E-0037,night,8.8,181.39,31.8,21.74,191.45,0,direct_deposit
EARN-05776,W-0104,2026-05-01,E-0037,night,6.9,188.19,40.99,23.87,205.31,0,payroll_card
EARN-05777,W-0104,2026-05-03,E-0037,evening,5.6,170.38,43.64,15.5,198.52,1,payroll_card
EARN-05778,W-0104,2026-05-04,E-0037,day,7.9,189.94,41.51,16.95,214.5,1,cash
EARN-05779,W-0104,2026-05-07,E-0037,day,9.0,165.49,21.28,8.24,178.53,1,cash
EARN-05780,W-0104,2026-05-08,E-0037,day,8.9,197.24,50.29,14.31,233.22,1,payroll_card
EARN-05781,W-0104,2026-05-09,E-0037,day,8.9,179.96,45.47,20.39,205.04,0,direct_deposit
EARN-05782,W-0104,2026-05-11,E-0037,day,8.3,177.24,46.52,21.63,202.13,0,payroll_card
EARN-05783,W-0104,2026-05-13,E-0037,night,9.3,158.9,33.26,8.34,183.82,1,cash
EARN-05784,W-0104,2026-05-14,E-0037,split,7.4,203.97,23.34,21.88,205.43,0,payroll_card
EARN-05785,W-0104,2026-05-15,E-0037,day,8.7,199.25,26.38,16.06,209.57,0,cash
EARN-05786,W-0104,2026-05-17,E-0037,evening,9.1,201.26,21.65,15.9,207.01,0,direct_deposit
EARN-05787,W-0104,2026-05-19,E-0037,day,8.8,192.65,40.71,11.46,221.9,0,payroll_card
EARN-05788,W-0104,2026-05-21,E-0037,day,7.5,200.46,46.45,8.85,238.06,1,payroll_card
EARN-05789,W-0104,2026-05-23,E-0037,night,8.6,183.81,33.15,9.97,206.99,0,cash
EARN-05790,W-0104,2026-05-24,E-0037,split,8.0,166.55,36.93,14.77,188.71,1,direct_deposit
EARN-05791,W-0104,2026-05-25,E-0037,day,5.7,201.56,53.35,20.53,234.38,0,cash
EARN-05792,W-0104,2026-05-26,E-0037,day,7.7,172.41,31.41,10.27,193.55,0,cash
EARN-05793,W-0104,2026-05-27,E-0037,split,8.3,180.86,28.29,23.16,185.99,0,cheque
EARN-05794,W-0104,2026-05-28,E-0037,split,9.1,188.22,29.17,11.06,206.33,1,direct_deposit
EARN-05795,W-0104,2026-05-30,E-0037,evening,5.6,218.8,43.96,11.05,251.71,1,cash
EARN-05796,W-0104,2026-06-01,E-0037,evening,7.0,172.41,47.85,17.47,202.79,0,cash
EARN-05797,W-0104,2026-06-02,E-0037,day,7.6,133.37,34.32,23.31,144.38,0,payroll_card
EARN-05798,W-0104,2026-06-03,E-0037,day,8.6,168.54,24.84,9.06,184.32,0,direct_deposit
EARN-05799,W-0104,2026-06-05,E-0037,night,5.6,193.9,47.32,15.89,225.33,0,direct_deposit
EARN-05800,W-0104,2026-06-07,E-0037,split,5.5,186.89,50.41,15.12,222.18,1,payroll_card
EARN-05801,W-0104,2026-06-08,E-0037,evening,8.1,184.95,40.64,13.42,212.17,1,payroll_card
EARN-05802,W-0104,2026-06-09,E-0037,day,5.2,163.08,24.37,18.24,169.21,0,cash
EARN-05803,W-0104,2026-06-10,E-0037,evening,6.6,185.09,46.04,23.78,207.35,0,cash
EARN-05804,W-0104,2026-06-11,E-0037,day,6.5,183.12,46.4,17.08,212.44,0,cheque
EARN-05805,W-0104,2026-06-12,E-0037,evening,8.9,185.25,37.04,24.87,197.42,1,cash
EARN-05806,W-0104,2026-06-13,E-0037,evening,8.4,184.36,34.29,13.12,205.53,0,payroll_card
EARN-05807,W-0104,2026-06-14,E-0037,evening,8.5,176.81,36.77,17.5,196.08,0,cheque
EARN-05808,W-0104,2026-06-15,E-0037,day,7.7,180.43,22.17,22.61,179.99,0,payroll_card
EARN-05809,W-0104,2026-06-16,E-0037,day,5.4,191.18,22.57,19.73,194.02,0,direct_deposit
EARN-05810,W-0104,2026-06-17,E-0037,day,8.1,155.59,28.99,17.15,167.43,0,cash
EARN-05811,W-0104,2026-06-18,E-0037,day,5.6,186.88,38.62,23.92,201.58,0,direct_deposit
EARN-05812,W-0104,2026-06-22,E-0037,day,6.2,203.42,43.77,21.59,225.6,0,cheque
EARN-05813,W-0104,2026-06-23,E-0037,day,7.1,161.04,20.71,18.35,163.4,0,cash
EARN-05814,W-0104,2026-06-25,E-0037,day,7.8,183.84,24.88,15.03,193.69,1,payroll_card
EARN-05815,W-0104,2026-06-29,E-0037,day,6.3,187.58,48.64,21.54,214.68,1,cash
EARN-05816,W-0104,2026-06-30,E-0037,evening,7.1,144.11,23.0,16.26,150.85,0,cheque
EARN-05817,W-0105,2026-04-01,E-0038,day,6.9,136.04,8.04,18.92,125.16,0,payroll_card
EARN-05818,W-0105,2026-04-02,E-0038,split,5.3,173.19,17.47,16.75,173.91,1,direct_deposit
EARN-05819,W-0105,2026-04-03,E-0038,evening,8.8,144.71,16.97,14.36,147.32,1,payroll_card
EARN-05820,W-0105,2026-04-06,E-0038,day,5.8,168.97,12.32,10.45,170.84,0,cash
EARN-05821,W-0105,2026-04-07,E-0038,day,5.8,170.26,24.02,8.82,185.46,0,cheque
EARN-05822,W-0105,2026-04-08,E-0038,evening,8.4,196.78,17.73,19.81,194.7,0,direct_deposit
EARN-05823,W-0105,2026-04-09,E-0038,day,6.2,111.25,7.94,9.63,109.56,1,direct_deposit
EARN-05824,W-0105,2026-04-13,E-0038,evening,6.9,184.8,13.14,22.09,175.85,1,payroll_card
EARN-05825,W-0105,2026-04-15,E-0038,evening,7.7,167.34,25.91,24.27,168.98,0,cash
EARN-05826,W-0105,2026-04-16,E-0038,evening,6.8,167.58,13.71,20.11,161.18,0,cheque
EARN-05827,W-0105,2026-04-17,E-0038,day,6.5,159.86,12.53,18.32,154.07,1,cash
EARN-05828,W-0105,2026-04-18,E-0038,day,7.9,162.96,17.23,13.95,166.24,1,cash
EARN-05829,W-0105,2026-04-19,E-0038,split,5.9,155.3,22.11,13.56,163.85,1,cash
EARN-05830,W-0105,2026-04-20,E-0038,day,5.5,181.73,14.38,14.85,181.26,1,cash
EARN-05831,W-0105,2026-04-21,E-0038,evening,9.0,216.42,29.95,19.71,226.66,1,cheque
EARN-05832,W-0105,2026-04-23,E-0038,evening,7.2,177.64,14.84,19.86,172.62,0,cash
EARN-05833,W-0105,2026-04-24,E-0038,split,6.4,147.65,23.37,14.1,156.92,0,payroll_card
EARN-05834,W-0105,2026-04-25,E-0038,day,6.5,187.82,24.01,19.43,192.4,0,payroll_card
EARN-05835,W-0105,2026-04-30,E-0038,day,7.5,158.76,10.68,17.4,152.04,0,direct_deposit
EARN-05836,W-0105,2026-05-01,E-0038,evening,5.5,133.77,12.97,13.38,133.36,0,direct_deposit
EARN-05837,W-0105,2026-05-03,E-0038,evening,5.3,171.72,16.92,18.58,170.06,0,cash
EARN-05838,W-0105,2026-05-04,E-0038,night,8.5,152.33,22.03,19.48,154.88,0,cash
EARN-05839,W-0105,2026-05-05,E-0038,day,7.1,176.79,22.16,8.29,190.66,0,cash
EARN-05840,W-0105,2026-05-06,E-0038,evening,7.0,202.36,17.58,10.99,208.95,0,cheque
EARN-05841,W-0105,2026-05-07,E-0038,evening,7.5,178.6,15.94,14.33,180.21,1,cheque
EARN-05842,W-0105,2026-05-08,E-0038,day,7.1,212.68,15.32,18.89,209.11,1,cheque
EARN-05843,W-0105,2026-05-10,E-0038,night,8.6,201.86,30.3,24.91,207.25,1,direct_deposit
EARN-05844,W-0105,2026-05-11,E-0038,split,8.5,142.02,21.7,15.47,148.25,0,cash
EARN-05845,W-0105,2026-05-12,E-0038,day,5.7,169.94,14.41,10.22,174.13,0,cheque
EARN-05846,W-0105,2026-05-14,E-0038,day,9.0,175.88,23.09,13.48,185.49,0,direct_deposit
EARN-05847,W-0105,2026-05-15,E-0038,day,6.8,152.47,12.31,14.9,149.88,0,payroll_card
EARN-05848,W-0105,2026-05-16,E-0038,evening,6.9,188.31,19.32,22.85,184.78,0,cheque
EARN-05849,W-0105,2026-05-19,E-0038,night,8.2,166.99,19.34,20.71,165.62,0,cheque
EARN-05850,W-0105,2026-05-21,E-0038,day,6.3,190.27,22.53,9.75,203.05,0,cash
EARN-05851,W-0105,2026-05-25,E-0038,night,6.3,154.47,23.46,10.55,167.38,1,direct_deposit
EARN-05852,W-0105,2026-05-28,E-0038,day,5.6,150.1,11.68,21.56,140.22,0,cash
EARN-05853,W-0105,2026-06-01,E-0038,day,7.1,248.53,32.89,10.11,271.31,1,cheque
EARN-05854,W-0105,2026-06-02,E-0038,day,7.8,176.79,12.14,21.94,166.99,0,cash
EARN-05855,W-0105,2026-06-03,E-0038,day,9.3,160.85,10.21,24.42,146.64,1,payroll_card
EARN-05856,W-0105,2026-06-04,E-0038,split,5.9,212.19,24.23,22.75,213.67,0,payroll_card
EARN-05857,W-0105,2026-06-06,E-0038,day,7.9,178.96,27.5,20.52,185.94,0,cheque
EARN-05858,W-0105,2026-06-08,E-0038,day,7.5,213.34,23.4,21.23,215.51,1,cash
EARN-05859,W-0105,2026-06-09,E-0038,night,5.4,209.33,15.89,19.22,206.0,0,payroll_card
EARN-05860,W-0105,2026-06-11,E-0038,day,8.7,172.22,16.2,9.01,179.41,0,cash
EARN-05861,W-0105,2026-06-12,E-0038,day,6.8,182.19,24.47,20.01,186.65,0,cash
EARN-05862,W-0105,2026-06-13,E-0038,day,6.1,199.41,29.7,22.6,206.51,0,cash
EARN-05863,W-0105,2026-06-15,E-0038,day,9.1,177.22,25.79,20.47,182.54,1,cash
EARN-05864,W-0105,2026-06-16,E-0038,day,8.8,174.58,16.48,12.16,178.9,1,cheque
EARN-05865,W-0105,2026-06-17,E-0038,day,6.2,127.53,10.13,10.84,126.82,0,direct_deposit
EARN-05866,W-0105,2026-06-20,E-0038,day,5.3,243.65,38.7,23.62,258.73,0,direct_deposit
EARN-05867,W-0105,2026-06-22,E-0038,night,5.0,146.86,10.67,21.17,136.36,1,cash
EARN-05868,W-0105,2026-06-24,E-0038,evening,9.1,119.63,19.13,11.7,127.06,1,direct_deposit
EARN-05869,W-0105,2026-06-25,E-0038,night,6.6,125.58,8.72,18.37,115.93,1,payroll_card
EARN-05870,W-0105,2026-06-27,E-0038,day,5.2,193.24,24.04,24.31,192.97,0,payroll_card
EARN-05871,W-0105,2026-06-29,E-0038,day,5.1,170.63,25.87,10.18,186.32,1,direct_deposit
EARN-05872,W-0105,2026-06-30,E-0038,day,7.1,174.39,13.05,18.78,168.66,1,cheque
EARN-05873,W-0106,2026-04-01,E-0017,day,6.6,258.18,48.17,10.29,296.06,0,cash
EARN-05874,W-0106,2026-04-02,E-0017,day,9.0,153.77,32.35,16.22,169.9,0,direct_deposit
EARN-05875,W-0106,2026-04-05,E-0017,day,8.6,193.76,40.41,14.37,219.8,1,cheque
EARN-05876,W-0106,2026-04-06,E-0017,day,7.3,246.54,34.29,19.96,260.87,0,cash
EARN-05877,W-0106,2026-04-08,E-0017,night,7.8,215.59,46.06,18.52,243.13,1,direct_deposit
EARN-05878,W-0106,2026-04-09,E-0017,day,6.2,200.03,40.37,14.11,226.29,0,cash
EARN-05879,W-0106,2026-04-11,E-0017,day,6.2,116.45,28.41,13.03,131.83,0,cash
EARN-05880,W-0106,2026-04-13,E-0017,split,5.1,206.63,32.32,9.68,229.27,0,direct_deposit
EARN-05881,W-0106,2026-04-14,E-0017,day,6.6,211.24,27.3,10.01,228.53,0,cheque
EARN-05882,W-0106,2026-04-15,E-0017,evening,7.6,211.54,49.59,13.0,248.13,1,direct_deposit
EARN-05883,W-0106,2026-04-16,E-0017,day,6.1,185.21,27.5,12.38,200.33,0,direct_deposit
EARN-05884,W-0106,2026-04-17,E-0017,day,9.2,203.84,32.65,10.63,225.86,0,direct_deposit
EARN-05885,W-0106,2026-04-19,E-0017,day,5.0,230.83,39.1,11.75,258.18,0,cash
EARN-05886,W-0106,2026-04-21,E-0017,evening,9.1,169.15,27.87,15.07,181.95,0,payroll_card
EARN-05887,W-0106,2026-04-22,E-0017,evening,5.2,295.79,52.64,18.2,330.23,0,payroll_card
EARN-05888,W-0106,2026-04-23,E-0017,night,7.1,238.33,55.8,8.59,285.54,0,payroll_card
EARN-05889,W-0106,2026-04-24,E-0017,day,5.6,196.7,33.07,15.58,214.19,0,payroll_card
EARN-05890,W-0106,2026-04-25,E-0017,day,9.3,194.91,41.64,8.36,228.19,1,cheque
EARN-05891,W-0106,2026-04-26,E-0017,evening,9.1,245.37,45.38,17.28,273.47,1,cash
EARN-05892,W-0106,2026-04-27,E-0017,split,6.1,197.19,34.46,10.93,220.72,0,cash
EARN-05893,W-0106,2026-04-30,E-0017,day,6.8,173.2,17.4,18.91,171.69,1,direct_deposit
EARN-05894,W-0106,2026-05-01,E-0017,day,7.9,239.27,43.94,9.66,273.55,1,payroll_card
EARN-05895,W-0106,2026-05-02,E-0017,day,7.8,276.07,64.07,10.6,329.54,1,cheque
EARN-05896,W-0106,2026-05-04,E-0017,split,7.1,215.33,42.97,17.2,241.1,1,cheque
EARN-05897,W-0106,2026-05-07,E-0017,evening,9.1,204.51,36.56,23.23,217.84,0,payroll_card
EARN-05898,W-0106,2026-05-12,E-0017,day,8.1,267.31,31.47,11.89,286.89,1,cash
EARN-05899,W-0106,2026-05-13,E-0017,day,5.8,163.63,15.99,12.03,167.59,0,cash
EARN-05900,W-0106,2026-05-15,E-0017,evening,6.1,156.8,26.01,21.53,161.28,0,cheque
EARN-05901,W-0106,2026-05-16,E-0017,split,5.2,187.67,37.88,18.49,207.06,1,cheque
EARN-05902,W-0106,2026-05-17,E-0017,night,7.4,197.67,23.78,23.26,198.19,1,direct_deposit
EARN-05903,W-0106,2026-05-19,E-0017,split,8.7,245.03,41.41,18.6,267.84,0,cheque
EARN-05904,W-0106,2026-05-21,E-0017,night,8.6,186.35,29.33,22.94,192.74,1,direct_deposit
EARN-05905,W-0106,2026-05-22,E-0017,evening,7.7,198.52,28.34,24.5,202.36,0,cash
EARN-05906,W-0106,2026-05-23,E-0017,day,7.2,160.72,31.84,8.04,184.52,1,cash
EARN-05907,W-0106,2026-05-25,E-0017,day,7.0,222.94,26.23,16.45,232.72,0,cheque
EARN-05908,W-0106,2026-05-26,E-0017,evening,5.8,194.27,35.19,17.21,212.25,1,cheque
EARN-05909,W-0106,2026-05-27,E-0017,day,6.9,260.73,31.85,21.71,270.87,1,direct_deposit
EARN-05910,W-0106,2026-05-28,E-0017,day,8.9,187.52,19.09,19.82,186.79,0,cheque
EARN-05911,W-0106,2026-05-29,E-0017,day,9.3,235.82,48.99,23.67,261.14,1,payroll_card
EARN-05912,W-0106,2026-06-01,E-0017,split,8.7,258.04,31.15,20.79,268.4,0,payroll_card
EARN-05913,W-0106,2026-06-04,E-0017,day,7.3,259.73,64.35,10.93,313.15,1,direct_deposit
EARN-05914,W-0106,2026-06-06,E-0017,day,8.6,219.23,45.89,23.31,241.81,1,direct_deposit
EARN-05915,W-0106,2026-06-08,E-0017,day,9.1,201.34,26.32,23.94,203.72,0,direct_deposit
EARN-05916,W-0106,2026-06-09,E-0017,evening,8.0,161.51,18.49,11.01,168.99,0,cheque
EARN-05917,W-0106,2026-06-11,E-0017,day,9.1,238.3,59.52,9.12,288.7,1,payroll_card
EARN-05918,W-0106,2026-06-12,E-0017,split,5.3,169.12,24.04,22.61,170.55,1,payroll_card
EARN-05919,W-0106,2026-06-15,E-0017,day,7.9,206.26,45.91,11.22,240.95,1,payroll_card
EARN-05920,W-0106,2026-06-16,E-0017,evening,9.3,207.56,23.25,19.57,211.24,0,payroll_card
EARN-05921,W-0106,2026-06-17,E-0017,night,9.5,243.73,53.81,17.83,279.71,0,cash
EARN-05922,W-0106,2026-06-18,E-0017,day,6.0,217.6,32.43,20.33,229.7,0,payroll_card
EARN-05923,W-0106,2026-06-19,E-0017,day,5.8,178.69,36.53,19.95,195.27,1,payroll_card
EARN-05924,W-0106,2026-06-20,E-0017,day,8.6,248.54,28.99,22.88,254.65,0,direct_deposit
EARN-05925,W-0106,2026-06-23,E-0017,split,8.4,216.57,40.52,18.81,238.28,0,payroll_card
EARN-05926,W-0106,2026-06-27,E-0017,evening,6.9,182.72,45.59,24.69,203.62,1,direct_deposit
EARN-05927,W-0106,2026-06-29,E-0017,evening,5.7,238.57,34.63,22.37,250.83,1,payroll_card
EARN-05928,W-0106,2026-06-30,E-0017,night,6.2,216.08,45.64,17.86,243.86,0,direct_deposit
EARN-05929,W-0107,2026-04-01,E-0002,night,8.7,240.89,7.41,18.15,230.15,0,cash
EARN-05930,W-0107,2026-04-02,E-0002,day,8.1,152.33,3.05,18.56,136.82,0,direct_deposit
EARN-05931,W-0107,2026-04-03,E-0002,night,7.0,142.95,5.43,21.48,126.9,1,direct_deposit
EARN-05932,W-0107,2026-04-06,E-0002,evening,9.4,211.36,7.18,23.35,195.19,1,cash
EARN-05933,W-0107,2026-04-09,E-0002,day,9.3,162.76,4.66,16.18,151.24,0,payroll_card
EARN-05934,W-0107,2026-04-10,E-0002,evening,6.8,208.81,8.26,9.01,208.06,1,payroll_card
EARN-05935,W-0107,2026-04-11,E-0002,evening,8.3,173.46,3.48,22.06,154.88,0,direct_deposit
EARN-05936,W-0107,2026-04-13,E-0002,day,5.4,118.26,4.27,20.67,101.86,0,cash
EARN-05937,W-0107,2026-04-14,E-0002,evening,7.0,157.53,2.54,16.22,143.85,0,cheque
EARN-05938,W-0107,2026-04-15,E-0002,evening,9.4,217.13,7.94,13.45,211.62,1,direct_deposit
EARN-05939,W-0107,2026-04-16,E-0002,day,7.5,162.25,5.09,19.69,147.65,0,direct_deposit
EARN-05940,W-0107,2026-04-17,E-0002,day,5.6,167.2,3.02,17.96,152.26,0,direct_deposit
EARN-05941,W-0107,2026-04-20,E-0002,day,5.4,170.02,4.82,16.47,158.37,0,direct_deposit
EARN-05942,W-0107,2026-04-21,E-0002,split,9.1,202.52,4.94,10.36,197.1,0,cash
EARN-05943,W-0107,2026-04-22,E-0002,evening,8.8,145.68,5.3,22.18,128.8,1,payroll_card
EARN-05944,W-0107,2026-04-27,E-0002,evening,8.7,187.83,6.86,18.04,176.65,0,cheque
EARN-05945,W-0107,2026-04-30,E-0002,evening,6.8,195.37,3.88,22.13,177.12,0,direct_deposit
EARN-05946,W-0107,2026-05-02,E-0002,day,6.4,91.56,2.31,20.18,73.69,1,payroll_card
EARN-05947,W-0107,2026-05-04,E-0002,evening,7.3,225.68,3.59,20.64,208.63,1,direct_deposit
EARN-05948,W-0107,2026-05-05,E-0002,day,6.1,66.93,2.74,13.49,56.18,1,cheque
EARN-05949,W-0107,2026-05-06,E-0002,evening,5.7,174.87,4.04,20.9,158.01,0,payroll_card
EARN-05950,W-0107,2026-05-07,E-0002,evening,8.7,192.05,4.11,23.43,172.73,1,cash
EARN-05951,W-0107,2026-05-08,E-0002,split,8.6,183.91,3.5,13.94,173.47,1,cheque
EARN-05952,W-0107,2026-05-11,E-0002,evening,6.7,145.22,3.94,15.82,133.34,0,cheque
EARN-05953,W-0107,2026-05-12,E-0002,day,5.4,148.91,2.58,15.14,136.35,1,cheque
EARN-05954,W-0107,2026-05-13,E-0002,split,8.2,142.55,2.27,20.75,124.07,1,cash
EARN-05955,W-0107,2026-05-14,E-0002,evening,6.7,158.82,2.95,9.39,152.38,1,direct_deposit
EARN-05956,W-0107,2026-05-15,E-0002,evening,5.1,170.98,3.75,9.26,165.47,0,direct_deposit
EARN-05957,W-0107,2026-05-16,E-0002,night,7.4,139.2,3.93,13.79,129.34,0,cash
EARN-05958,W-0107,2026-05-19,E-0002,evening,7.6,165.05,6.56,24.22,147.39,0,direct_deposit
EARN-05959,W-0107,2026-05-20,E-0002,day,6.7,187.71,3.19,19.55,171.35,0,cash
EARN-05960,W-0107,2026-05-21,E-0002,evening,8.4,155.4,4.05,21.09,138.36,0,payroll_card
EARN-05961,W-0107,2026-05-22,E-0002,day,8.7,163.76,6.54,21.96,148.34,0,cash
EARN-05962,W-0107,2026-05-23,E-0002,day,8.0,173.2,4.41,14.47,163.14,0,cash
EARN-05963,W-0107,2026-05-25,E-0002,evening,8.7,134.23,3.88,8.97,129.14,0,cheque
EARN-05964,W-0107,2026-05-29,E-0002,day,7.9,187.24,5.63,13.03,179.84,1,cash
EARN-05965,W-0107,2026-05-31,E-0002,night,7.5,132.11,4.59,19.45,117.25,0,payroll_card
EARN-05966,W-0107,2026-06-01,E-0002,split,8.7,143.26,2.36,8.58,137.04,0,direct_deposit
EARN-05967,W-0107,2026-06-03,E-0002,evening,6.8,206.88,3.64,21.02,189.5,0,cash
EARN-05968,W-0107,2026-06-04,E-0002,day,5.6,171.05,6.25,16.33,160.97,0,direct_deposit
EARN-05969,W-0107,2026-06-05,E-0002,day,5.4,167.73,3.56,18.21,153.08,0,cheque
EARN-05970,W-0107,2026-06-08,E-0002,day,7.1,147.04,5.26,8.87,143.43,0,cheque
EARN-05971,W-0107,2026-06-09,E-0002,day,9.3,218.22,5.8,16.24,207.78,1,cash
EARN-05972,W-0107,2026-06-11,E-0002,evening,8.8,192.07,5.57,24.5,173.14,0,direct_deposit
EARN-05973,W-0107,2026-06-12,E-0002,day,5.3,203.95,5.83,23.94,185.84,1,cash
EARN-05974,W-0107,2026-06-15,E-0002,split,5.4,182.25,4.22,18.67,167.8,0,cheque
EARN-05975,W-0107,2026-06-16,E-0002,day,6.1,121.38,4.92,15.14,111.16,0,cheque
EARN-05976,W-0107,2026-06-17,E-0002,day,5.9,180.13,3.38,17.17,166.34,0,payroll_card
EARN-05977,W-0107,2026-06-19,E-0002,day,8.0,199.52,4.1,11.0,192.62,1,direct_deposit
EARN-05978,W-0107,2026-06-20,E-0002,evening,8.8,189.0,3.02,16.97,175.05,0,cheque
EARN-05979,W-0107,2026-06-21,E-0002,day,7.1,178.8,5.45,13.15,171.1,1,payroll_card
EARN-05980,W-0107,2026-06-22,E-0002,evening,7.5,176.5,6.93,23.36,160.07,0,cash
EARN-05981,W-0107,2026-06-23,E-0002,night,8.9,129.04,3.0,19.2,112.84,0,direct_deposit
EARN-05982,W-0107,2026-06-24,E-0002,day,6.5,191.88,7.16,21.22,177.82,1,cheque
EARN-05983,W-0107,2026-06-25,E-0002,day,9.3,200.25,4.11,22.4,181.96,0,cheque
EARN-05984,W-0107,2026-06-26,E-0002,day,8.8,163.42,3.3,15.46,151.26,0,direct_deposit
EARN-05985,W-0108,2026-04-04,E-0033,day,7.4,238.43,26.29,15.18,249.54,0,direct_deposit
EARN-05986,W-0108,2026-04-06,E-0033,day,5.3,221.6,25.26,19.88,226.98,0,direct_deposit
EARN-05987,W-0108,2026-04-08,E-0033,split,5.2,196.18,25.44,23.45,198.17,0,cheque
EARN-05988,W-0108,2026-04-10,E-0033,evening,6.7,229.92,26.64,21.57,234.99,0,cheque
EARN-05989,W-0108,2026-04-11,E-0033,split,7.1,148.54,14.56,23.18,139.92,0,direct_deposit
EARN-05990,W-0108,2026-04-17,E-0033,evening,8.5,185.6,9.26,23.2,171.66,0,direct_deposit
EARN-05991,W-0108,2026-04-18,E-0033,day,9.0,210.01,21.8,24.51,207.3,1,cash
EARN-05992,W-0108,2026-04-21,E-0033,day,7.4,193.39,10.8,18.17,186.02,1,direct_deposit
EARN-05993,W-0108,2026-04-22,E-0033,day,7.5,182.06,9.23,14.69,176.6,1,payroll_card
EARN-05994,W-0108,2026-04-23,E-0033,day,8.2,217.97,21.32,13.07,226.22,0,cheque
EARN-05995,W-0108,2026-04-24,E-0033,day,5.7,228.05,27.75,21.0,234.8,1,cash
EARN-05996,W-0108,2026-04-25,E-0033,day,9.1,210.62,24.0,22.77,211.85,1,cash
EARN-05997,W-0108,2026-04-26,E-0033,evening,7.3,219.95,25.34,19.8,225.49,1,cheque
EARN-05998,W-0108,2026-04-27,E-0033,evening,7.0,198.74,10.32,24.69,184.37,0,cheque
EARN-05999,W-0108,2026-04-28,E-0033,day,9.1,224.11,22.74,12.84,234.01,0,direct_deposit
EARN-06000,W-0108,2026-04-29,E-0033,evening,5.1,158.15,13.25,23.74,147.66,1,payroll_card
EARN-06001,W-0108,2026-04-30,E-0033,evening,6.1,192.47,14.9,18.93,188.44,0,payroll_card
EARN-06002,W-0108,2026-05-01,E-0033,day,8.3,262.81,26.08,24.24,264.65,0,cheque
EARN-06003,W-0108,2026-05-06,E-0033,day,7.1,217.48,18.86,18.42,217.92,0,cash
EARN-06004,W-0108,2026-05-09,E-0033,evening,5.9,201.28,16.57,17.73,200.12,0,direct_deposit
EARN-06005,W-0108,2026-05-11,E-0033,day,8.7,208.6,22.83,8.29,223.14,1,cash
EARN-06006,W-0108,2026-05-12,E-0033,evening,8.1,259.12,20.15,23.36,255.91,0,payroll_card
EARN-06007,W-0108,2026-05-14,E-0033,day,6.7,238.76,14.93,20.36,233.33,1,cheque
EARN-06008,W-0108,2026-05-15,E-0033,evening,8.5,211.7,21.24,10.06,222.88,1,direct_deposit
EARN-06009,W-0108,2026-05-16,E-0033,day,6.4,246.95,28.13,17.37,257.71,0,direct_deposit
EARN-06010,W-0108,2026-05-18,E-0033,night,7.9,255.97,14.29,24.35,245.91,0,cash
EARN-06011,W-0108,2026-05-20,E-0033,split,5.3,172.78,15.35,18.74,169.39,1,direct_deposit
EARN-06012,W-0108,2026-05-21,E-0033,day,7.0,122.24,7.75,24.62,105.37,1,cheque
EARN-06013,W-0108,2026-05-22,E-0033,day,8.4,172.63,16.24,13.25,175.62,1,direct_deposit
EARN-06014,W-0108,2026-05-23,E-0033,day,5.6,151.38,10.1,20.46,141.02,0,direct_deposit
EARN-06015,W-0108,2026-05-25,E-0033,day,7.9,263.69,30.46,9.98,284.17,1,direct_deposit
EARN-06016,W-0108,2026-05-27,E-0033,evening,8.2,211.24,25.58,9.36,227.46,0,cash
